,Name,Team,Season,Pos,Salary,Age,Height (cm),Weight (kg),GP,PTS,REB,AST,+/-,ORB%,DRB%,USG%,TS%,AST%,W-L,W-L%,TG,Cap,GP%,Cap%
1134,Shawn Marion,PHX,2003, SG,2265000,25,200.66,97.52228,81,21.2,9.5,2.4,0.8,0.066,0.194,0.232,0.538,0.104,44-38,0.537,82,40271000,0.9878048780487805,0.056243947257331575
1135,Anfernee Hardaway,PHX,2003, SF,12375000,31,200.66,97.52228,58,10.6,4.4,4.1,0.5,0.043,0.123,0.192,0.499,0.21,44-38,0.537,82,40271000,0.7073170731707317,0.30729308931985794
1136,Alton Ford,PHX,2003, SF,512000,22,205.74,127.00576,11,0.6,0.5,0.1,-16.7,0.0,0.207,0.183,0.339,0.071,44-38,0.537,82,40271000,0.13414634146341464,0.012713863574284225
1137,Bo Outlaw,PHX,2003, PF,6555000,32,203.2,99.79024,80,4.7,4.6,1.4,5.9,0.086,0.145,0.103,0.574,0.094,44-38,0.537,82,40271000,0.975609756097561,0.162772218221549
1138,Jake Tsakalidis,PHX,2003, C,877000,24,218.44,131.54168,33,4.9,3.7,0.4,-6.4,0.091,0.16,0.153,0.501,0.038,44-38,0.537,82,40271000,0.4024390243902439,0.021777457723920438
1139,Jake Voskuhl,PHX,2003, C,587000,25,210.82,111.13004,65,3.8,3.5,0.6,5.8,0.111,0.16,0.118,0.604,0.056,44-38,0.537,82,40271000,0.7926829268292683,0.014576245933798516
1140,Joe Johnson,PHX,2003, G,1729000,22,200.66,106.59412,82,9.8,3.2,2.6,1.4,0.028,0.104,0.191,0.472,0.151,44-38,0.537,82,40271000,1.0,0.04293412132800278
1141,Toni Kukoc,MIL,2003, SF,8050000,34,210.82,106.59412,63,11.6,4.2,3.7,7.9,0.046,0.138,0.214,0.551,0.225,42-40,0.512,82,40271000,0.7682926829268293,0.1998957065878672
1142,Tim Thomas,MIL,2003, PF,10750000,26,208.28,108.86208,80,13.3,4.9,1.3,-0.4,0.048,0.143,0.225,0.527,0.071,42-40,0.512,82,40271000,0.975609756097561,0.26694147153038167
1143,Sam Cassell,MIL,2003, PG,4500000,33,190.5,83.91452,78,19.7,4.4,5.8,-1.2,0.024,0.124,0.262,0.565,0.293,42-40,0.512,82,40271000,0.9512195121951219,0.11174294157085744
1144,Anthony Mason,MIL,2003, F,4992000,36,203.2,115.66596,65,7.2,6.4,3.2,-3.3,0.05,0.183,0.117,0.524,0.15,42-40,0.512,82,40271000,0.7926829268292683,0.12396016984927119
1145,Jason Caffey,MIL,2003, F,5250000,30,203.2,116.119552,51,5.8,3.5,0.7,-2.3,0.09,0.134,0.184,0.501,0.069,42-40,0.512,82,40271000,0.6219512195121951,0.13036676516600035
1146,Joel Przybilla,MIL,2003, C,1862000,23,215.9,115.66596,32,1.5,4.5,0.4,1.4,0.102,0.214,0.065,0.424,0.03,42-40,0.512,82,40271000,0.3902439024390244,0.046236746045541455
1147,Desmond Mason,MIL,2003, SF,1235000,25,195.58,100.697424,80,14.3,6.5,2.0,0.4,0.064,0.157,0.211,0.502,0.099,42-40,0.512,82,40271000,0.975609756097561,0.030667229520001987
1148,Gary Payton,MIL,2003, PG,13080000,34,193.04,81.64656,80,20.4,4.2,8.3,-1.0,0.028,0.095,0.259,0.504,0.366,42-40,0.512,82,40271000,0.975609756097561,0.3247994834992923
1149,Ervin Johnson,MIL,2003, C,4030000,35,210.82,115.66596,69,2.2,4.3,0.3,2.2,0.116,0.174,0.077,0.492,0.03,42-40,0.512,82,40271000,0.8414634146341463,0.10007201211790122
1150,Zach Randolph,POR,2003, F,1096000,21,205.74,114.758776,77,8.4,4.5,0.5,-4.0,0.124,0.196,0.228,0.555,0.058,50-32,0.61,82,40271000,0.9390243902439024,0.027215614213702166
1151,Rasheed Wallace,POR,2003, PF,16200000,28,210.82,104.32616,74,18.1,7.4,2.1,5.7,0.051,0.194,0.233,0.552,0.101,50-32,0.61,82,40271000,0.9024390243902439,0.4022745896550868
1152,Ruben Patterson,POR,2003, PF,4992000,27,195.58,101.604608,78,8.3,3.4,1.3,4.0,0.088,0.104,0.204,0.53,0.103,50-32,0.61,82,40271000,0.9512195121951219,0.12396016984927119
1153,Scottie Pippen,POR,2003, SF,19727000,37,203.2,103.418976,64,10.8,4.3,4.5,8.2,0.037,0.135,0.199,0.52,0.234,50-32,0.61,82,40271000,0.7804878048780488,0.4898562240818455
1155,Damon Stoudamire,POR,2003, PG,13500000,29,177.8,77.564232,59,6.9,2.6,3.5,4.4,0.036,0.106,0.187,0.46,0.246,50-32,0.61,82,40271000,0.7195121951219512,0.3352288247125723
1156,Dale Davis,POR,2003, PF,8000000,34,210.82,114.305184,78,7.4,7.2,1.2,3.1,0.125,0.175,0.12,0.566,0.064,50-32,0.61,82,40271000,0.9512195121951219,0.198654118348191
1157,Bonzi Wells,POR,2003, SG,2777000,26,195.58,95.25432,75,15.2,5.3,3.3,2.6,0.05,0.146,0.257,0.505,0.181,50-32,0.61,82,40271000,0.9146341463414634,0.0689578108316158
1158,Antonio Daniels,POR,2003, PG,3375000,28,193.04,92.98636,67,3.7,1.1,1.3,0.7,0.015,0.087,0.135,0.572,0.155,50-32,0.61,82,40271000,0.8170731707317073,0.08380720617814308
1159,Derek Anderson,POR,2003, SG,7145000,28,195.58,88.45044,76,13.9,3.5,4.3,4.4,0.025,0.099,0.194,0.556,0.204,50-32,0.61,82,40271000,0.926829268292683,0.17742295944972808
1160,Troy Murphy,GSW,2003, PF,1409000,23,210.82,111.13004,79,11.7,10.2,1.3,-2.7,0.097,0.24,0.166,0.526,0.066,38-44,0.463,82,40271000,0.9634146341463414,0.034987956594075144
1161,Chris Mills,GSW,2003, SF,6000000,33,200.66,99.79024,21,4.8,2.4,1.0,3.7,0.078,0.143,0.208,0.443,0.138,38-44,0.463,82,40271000,0.25609756097560976,0.14899058876114327
1162,Danny Fortson,GSW,2003, C,4935000,27,203.2,117.93392,17,3.5,4.3,0.7,-6.2,0.146,0.231,0.159,0.442,0.087,38-44,0.463,82,40271000,0.2073170731707317,0.12254475925604033
1163,Antawn Jamison,GSW,2003, PF,4469000,27,205.74,101.151016,82,22.2,7.0,1.9,-2.3,0.064,0.125,0.244,0.542,0.085,38-44,0.463,82,40271000,1.0,0.1109731568622582
1164,Adonal Foyle,GSW,2003, C,4400000,28,208.28,120.20188,82,5.4,6.0,0.5,3.7,0.109,0.182,0.113,0.563,0.032,38-44,0.463,82,40271000,1.0,0.10925976509150505
1165,Bob Sura,GSW,2003, PG,5540000,30,195.58,90.7184,55,7.3,3.0,3.2,2.2,0.057,0.105,0.184,0.51,0.247,38-44,0.463,82,40271000,0.6707317073170732,0.13756797695612227
1166,Earl Boykins,GSW,2003, PG,700000,27,165.1,60.327736,68,8.8,1.3,3.3,3.1,0.029,0.044,0.206,0.543,0.278,38-44,0.463,82,40271000,0.8292682926829268,0.017382235355466714
1167,Gilbert Arenas,GSW,2003, PG,512000,21,190.5,86.636072,82,18.3,4.7,6.3,-1.8,0.036,0.105,0.245,0.54,0.294,38-44,0.463,82,40271000,1.0,0.012713863574284225
1168,Erick Dampier,GSW,2003, C,6858000,27,210.82,120.20188,82,8.2,6.6,0.7,-4.3,0.133,0.156,0.158,0.543,0.045,38-44,0.463,82,40271000,1.0,0.17029624295398674
1169,Adonal Foyle,GSW,2004, C,4400000,29,208.28,120.20188,44,3.1,3.8,0.4,-5.2,0.104,0.222,0.135,0.471,0.05,37-45,0.451,82,43840000,0.5365853658536586,0.10036496350364964
1170,Nick Van Exel,GSW,2004, PG,10912000,32,185.42,88.45044,39,12.6,2.7,5.3,-7.1,0.014,0.079,0.219,0.469,0.281,37-45,0.451,82,43840000,0.47560975609756095,0.2489051094890511
1171,Speedy Claxton,GSW,2004, PG,1667000,26,180.34,77.11064,60,10.6,2.6,4.5,3.0,0.027,0.086,0.209,0.509,0.28,37-45,0.451,82,43840000,0.7317073170731707,0.03802463503649635
1172,Troy Murphy,GSW,2004, PF,1507000,24,210.82,111.13004,28,10.0,6.2,0.7,-2.6,0.089,0.233,0.235,0.501,0.06,37-45,0.451,82,43840000,0.34146341463414637,0.034375
1173,Avery Johnson,GSW,2004, PG,5445000,39,180.34,83.91452,46,4.6,0.7,2.4,-2.7,0.006,0.055,0.213,0.454,0.311,37-45,0.451,82,43840000,0.5609756097560976,0.12420164233576643
1174,Erick Dampier,GSW,2004, C,7482000,28,210.82,120.20188,74,12.3,12.0,0.8,-0.5,0.159,0.247,0.178,0.573,0.044,37-45,0.451,82,43840000,0.9024390243902439,0.17066605839416057
1175,Richard Jefferson,NJN,2004, F,1586000,24,200.66,100.697424,82,18.5,5.7,3.8,4.8,0.041,0.134,0.227,0.573,0.18,47-35,0.573,82,43840000,1.0,0.03617700729927007
1176,Aaron Williams,NJN,2004, C,2925000,32,205.74,108.86208,72,6.3,4.1,1.1,-2.7,0.088,0.171,0.175,0.549,0.109,47-35,0.573,82,43840000,0.8780487804878049,0.0667198905109489
1177,Kerry Kittles,NJN,2004, SG,9267000,30,195.58,81.64656,82,13.1,4.0,2.5,4.5,0.023,0.11,0.182,0.526,0.126,47-35,0.573,82,43840000,1.0,0.211382299270073
1178,Brandon Armstrong,NJN,2004, SG,995000,24,195.58,83.91452,56,2.7,0.8,0.3,-14.0,0.035,0.092,0.229,0.427,0.065,47-35,0.573,82,43840000,0.6829268292682927,0.022696167883211677
1179,Jason Kidd,NJN,2004, PG,10950000,31,193.04,96.161504,67,15.5,6.4,9.2,7.8,0.04,0.164,0.24,0.485,0.422,47-35,0.573,82,43840000,0.8170731707317073,0.24977189781021897
1180,Jason Collins,NJN,2004, C,1227000,25,213.36,117.93392,78,5.9,5.1,2.0,6.8,0.077,0.137,0.12,0.497,0.105,47-35,0.573,82,43840000,0.9512195121951219,0.027988138686131387
1181,Hubert Davis,NJN,2004, SG,2894000,34,195.58,83.007336,17,0.2,0.5,0.2,4.6,0.032,0.086,0.097,0.168,0.083,47-35,0.573,82,43840000,0.2073170731707317,0.06601277372262773
1182,Kenyon Martin,NJN,2004, PF,5128000,26,205.74,106.140528,65,16.7,9.5,2.5,5.1,0.069,0.247,0.249,0.528,0.134,47-35,0.573,82,43840000,0.7926829268292683,0.11697080291970803
1183,Aaron McKie,PHI,2004, SG,5000000,31,195.58,94.800728,75,9.2,3.4,2.6,-1.7,0.025,0.118,0.163,0.55,0.169,33-49,0.402,82,43840000,0.9146341463414634,0.11405109489051095
1184,Kenny Thomas,PHI,2004, PF,2225000,26,200.66,111.13004,74,13.6,10.1,1.5,-3.3,0.117,0.213,0.197,0.527,0.077,33-49,0.402,82,43840000,0.9024390243902439,0.05075273722627737
1185,Marc Jackson,PHI,2004, PF,3900000,29,208.28,114.758776,22,9.4,5.7,0.8,-4.1,0.085,0.165,0.182,0.498,0.054,33-49,0.402,82,43840000,0.2682926829268293,0.08895985401459854
1186,Samuel Dalembert,PHI,2004, C,887000,24,210.82,113.398,82,8.0,7.6,0.3,-1.2,0.104,0.22,0.142,0.566,0.017,33-49,0.402,82,43840000,1.0,0.02023266423357664
1187,Allen Iverson,PHI,2004, SG,13500000,29,182.88,74.84268,48,26.4,3.7,6.8,-2.1,0.019,0.079,0.343,0.478,0.325,33-49,0.402,82,43840000,0.5853658536585366,0.3079379562043796
1188,Eric Snow,PHI,2004, PG,4500000,31,190.5,92.532768,82,10.3,3.4,6.9,-2.8,0.025,0.087,0.165,0.494,0.323,33-49,0.402,82,43840000,1.0,0.10264598540145986
1189,Glenn Robinson,PHI,2004, SF,10730000,31,200.66,108.86208,42,16.6,4.5,1.4,-6.2,0.041,0.121,0.267,0.518,0.085,33-49,0.402,82,43840000,0.5121951219512195,0.24475364963503649
1191,Michael Bradley,ATL,2004, PF,1292000,25,208.28,102.0582,16,0.9,1.4,0.1,-7.5,0.071,0.207,0.114,0.472,0.019,28-54,0.341,82,43840000,0.1951219512195122,0.02947080291970803
1192,Mamadou N'diaye,ATL,2004, C,1537000,29,213.36,115.66596,28,3.5,4.0,0.0,-3.2,0.125,0.214,0.137,0.516,0.0,28-54,0.341,82,43840000,0.34146341463414637,0.035059306569343064
1193,Wesley Person,ATL,2004, SF,7700000,33,198.12,90.7184,58,5.8,2.0,1.1,-8.0,0.017,0.12,0.165,0.51,0.11,28-54,0.341,82,43840000,0.7073170731707317,0.17563868613138686
1194,Zeljko Rebraca,ATL,2004, C,4200000,32,213.36,116.573144,24,3.8,2.4,0.3,-8.7,0.1,0.154,0.186,0.504,0.04,28-54,0.341,82,43840000,0.2926829268292683,0.09580291970802919
1195,Chris Crawford,ATL,2004, SF,3000000,29,205.74,106.59412,56,10.2,3.1,0.8,-5.2,0.054,0.117,0.214,0.544,0.068,28-54,0.341,82,43840000,0.6829268292682927,0.06843065693430657
1196,Bob Sura,ATL,2004, PG,6166000,31,195.58,90.7184,80,7.5,4.1,2.9,0.8,0.071,0.158,0.191,0.51,0.24,28-54,0.341,82,43840000,0.975609756097561,0.1406478102189781
1197,Jason Terry,ATL,2004, G,2933000,26,187.96,81.64656,81,16.8,4.1,5.4,-4.0,0.019,0.106,0.231,0.519,0.261,28-54,0.341,82,43840000,0.9878048780487805,0.06690237226277372
1198,Jason Collier,ATL,2004, C,2109000,26,213.36,117.93392,20,11.3,5.6,0.9,2.2,0.077,0.156,0.192,0.558,0.051,28-54,0.341,82,43840000,0.24390243902439024,0.048106751824817516
1199,Joel Przybilla,ATL,2004, C,2373000,24,215.9,115.66596,17,2.9,6.5,0.4,-10.3,0.096,0.26,0.105,0.385,0.032,28-54,0.341,82,43840000,0.2073170731707317,0.054128649635036497
1200,Allan Houston,NYK,2004, SG,15937000,33,198.12,90.7184,50,18.5,2.4,2.0,-0.1,0.013,0.064,0.25,0.539,0.101,39-43,0.476,82,43840000,0.6097560975609756,0.3635264598540146
1201,Moochie Norris,NYK,2004, PG,3600000,30,187.96,85.275296,66,3.5,1.0,1.8,-1.9,0.015,0.082,0.178,0.471,0.258,39-43,0.476,82,43840000,0.8048780487804879,0.08211678832116788
1202,Othella Harrington,NYK,2004, PF,2925000,30,205.74,106.59412,56,4.6,3.2,0.5,-4.4,0.079,0.164,0.163,0.546,0.059,39-43,0.476,82,43840000,0.6829268292682927,0.0667198905109489
1203,Nazr Mohammed,NYK,2004, C,5700000,26,208.28,113.398,80,7.4,5.9,0.5,-6.4,0.126,0.216,0.182,0.542,0.039,39-43,0.476,82,43840000,0.975609756097561,0.13001824817518248
1204,Kurt Thomas,NYK,2004, PF,5394000,31,205.74,106.59412,80,11.1,8.3,1.9,-0.4,0.067,0.227,0.185,0.503,0.098,39-43,0.476,82,43840000,0.975609756097561,0.12303832116788321
1205,Shandon Anderson,NYK,2004, SF,6700000,30,198.12,95.25432,80,7.9,2.8,1.5,-4.3,0.032,0.096,0.177,0.5,0.103,39-43,0.476,82,43840000,0.975609756097561,0.15282846715328466
1206,Stephon Marbury,NYK,2004, PG,13500000,27,187.96,92.98636,81,20.2,3.2,8.9,-0.9,0.02,0.072,0.255,0.519,0.385,39-43,0.476,82,43840000,0.9878048780487805,0.3079379562043796
1207,Vin Baker,NYK,2004, PF,13500000,32,210.82,113.398,54,9.8,5.2,1.2,-1.7,0.101,0.144,0.204,0.53,0.09,39-43,0.476,82,43840000,0.6585365853658537,0.3079379562043796
1208,Tim Thomas,NYK,2004, PF,11825000,27,208.28,108.86208,66,14.7,4.8,1.9,0.7,0.034,0.14,0.224,0.534,0.102,39-43,0.476,82,43840000,0.8048780487804879,0.2697308394160584
1209,DerMarr Johnson,NYK,2004, SF,3087000,24,205.74,91.171992,21,5.4,1.9,0.5,-6.4,0.021,0.145,0.207,0.511,0.071,39-43,0.476,82,43840000,0.25609756097560976,0.07041514598540145
1210,Anfernee Hardaway,NYK,2004, SF,13500000,32,200.66,97.52228,76,9.2,3.8,2.3,-1.0,0.037,0.122,0.185,0.472,0.141,39-43,0.476,82,43840000,0.926829268292683,0.3079379562043796
1211,Dikembe Mutombo,NYK,2004, C,17895000,38,218.44,120.20188,65,5.6,6.7,0.4,-1.4,0.114,0.216,0.124,0.523,0.026,39-43,0.476,82,43840000,0.7926829268292683,0.4081888686131387
1212,Mike Miller,MEM,2004, SG,3380000,24,203.2,98.883056,65,11.1,3.3,3.6,3.5,0.027,0.114,0.199,0.532,0.21,50-32,0.61,82,43840000,0.7926829268292683,0.0770985401459854
1213,Pau Gasol,MEM,2004, PF,3417000,23,213.36,108.86208,78,17.7,7.7,2.5,2.3,0.095,0.18,0.267,0.542,0.143,50-32,0.61,82,43840000,0.9512195121951219,0.07794251824817518
1214,Lorenzen Wright,MEM,2004, PF,6600000,28,210.82,108.86208,65,9.4,6.8,1.1,0.8,0.095,0.209,0.197,0.474,0.072,50-32,0.61,82,43840000,0.7926829268292683,0.15054744525547445
1215,Shane Battier,MEM,2004, SF,2533000,25,203.2,99.79024,79,8.5,3.8,1.3,4.2,0.058,0.114,0.152,0.544,0.085,50-32,0.61,82,43840000,0.9634146341463414,0.05777828467153285
1216,Stromile Swift,MEM,2004, PF,4614000,24,205.74,104.32616,77,9.4,4.9,0.5,2.5,0.101,0.175,0.223,0.53,0.043,50-32,0.61,82,43840000,0.9390243902439024,0.1052463503649635
1217,Bo Outlaw,MEM,2004, PF,5955000,33,203.2,99.79024,82,4.6,4.2,1.1,6.4,0.087,0.156,0.123,0.522,0.093,50-32,0.61,82,43840000,1.0,0.13583485401459855
1218,James Posey,MEM,2004, SF,2445000,27,203.2,97.52228,82,13.7,4.9,1.5,3.8,0.042,0.147,0.192,0.614,0.083,50-32,0.61,82,43840000,1.0,0.055770985401459854
1219,Jake Tsakalidis,MEM,2004, C,1580000,25,218.44,131.54168,40,4.3,3.2,0.5,-2.3,0.078,0.204,0.155,0.532,0.054,50-32,0.61,82,43840000,0.4878048780487805,0.03604014598540146
1220,Michael Stewart,BOS,2004, PF,4480000,29,208.28,104.32616,25,0.5,1.2,0.0,-15.9,0.058,0.168,0.05,0.472,0.0,36-46,0.439,82,43840000,0.3048780487804878,0.10218978102189781
1221,Chucky Atkins,BOS,2004, PG,3900000,29,180.34,72.57472,64,8.4,1.5,3.5,2.1,0.007,0.061,0.185,0.511,0.248,36-46,0.439,82,43840000,0.7804878048780488,0.08895985401459854
1222,Chris Mihm,BOS,2004, C,2823000,24,213.36,120.20188,76,6.3,5.4,0.3,-2.5,0.136,0.214,0.184,0.531,0.029,36-46,0.439,82,43840000,0.926829268292683,0.06439324817518248
1223,Jumaine Jones,BOS,2004, SF,2104000,25,203.2,98.883056,42,2.2,1.6,0.3,-5.0,0.071,0.133,0.15,0.438,0.065,36-46,0.439,82,43840000,0.5121951219512195,0.04799270072992701
1224,Michael Finley,DAL,2004, SG,13281000,31,200.66,102.0582,72,18.6,4.5,2.9,5.2,0.03,0.098,0.211,0.539,0.117,52-30,0.634,82,43840000,0.8780487804878049,0.3029425182481752
1225,Shawn Bradley,DAL,2004, C,5194000,32,228.6,124.7378,66,3.3,2.6,0.3,5.1,0.1,0.148,0.134,0.523,0.038,52-30,0.634,82,43840000,0.8048780487804879,0.11847627737226277
1226,Steve Nash,DAL,2004, PG,5750000,30,190.5,88.45044,78,14.5,3.0,8.8,4.7,0.024,0.073,0.193,0.59,0.37,52-30,0.634,82,43840000,0.9512195121951219,0.1311587591240876
1227,Tony Delk,DAL,2004, PG,2925000,30,187.96,85.728888,33,6.0,1.8,0.8,-2.9,0.03,0.097,0.188,0.484,0.088,52-30,0.634,82,43840000,0.4024390243902439,0.0667198905109489
1228,Danny Fortson,DAL,2004, C,5428000,28,203.2,117.93392,56,3.9,4.5,0.2,6.2,0.197,0.254,0.15,0.605,0.02,52-30,0.634,82,43840000,0.6829268292682927,0.12381386861313869
1229,Antoine Walker,DAL,2004, PF,13500000,27,205.74,111.13004,82,14.0,8.3,4.5,2.6,0.072,0.19,0.217,0.475,0.195,52-30,0.634,82,43840000,1.0,0.3079379562043796
1230,Michael Curry,TOR,2004, SF,2800000,35,195.58,95.25432,70,2.9,1.2,0.8,-6.0,0.021,0.06,0.111,0.46,0.083,33-49,0.402,82,43840000,0.8536585365853658,0.06386861313868614
1231,Morris Peterson,TOR,2004, SG,1646000,26,200.66,97.52228,82,8.3,3.2,1.4,-1.5,0.019,0.122,0.158,0.539,0.095,33-49,0.402,82,43840000,1.0,0.03754562043795621
1232,Lamond Murray,TOR,2004, SF,4500000,31,200.66,107.047712,33,6.0,2.7,0.8,-8.9,0.031,0.176,0.25,0.428,0.121,33-49,0.402,82,43840000,0.4024390243902439,0.10264598540145986
1233,Vince Carter,TOR,2004, G,11953000,27,198.12,102.0582,73,22.5,4.8,4.8,0.4,0.038,0.104,0.321,0.501,0.262,33-49,0.402,82,43840000,0.8902439024390244,0.27265054744525546
1234,Alvin Williams,TOR,2004, PG,5500000,29,195.58,83.91452,56,8.8,2.7,4.0,-5.8,0.012,0.089,0.171,0.463,0.237,33-49,0.402,82,43840000,0.6829268292682927,0.12545620437956204
1235,Jalen Rose,TOR,2004, SG,13279000,31,203.2,98.429464,66,15.5,4.0,5.0,-2.5,0.015,0.105,0.235,0.485,0.236,33-49,0.402,82,43840000,0.8048780487804879,0.302896897810219
1236,Jerome Moiso,TOR,2004, C,2230000,26,208.28,106.59412,35,2.9,3.2,0.2,-3.3,0.112,0.198,0.15,0.506,0.037,33-49,0.402,82,43840000,0.4268292682926829,0.05086678832116788
1237,Dion Glover,TOR,2004, SG,2270000,25,195.58,102.0582,69,9.0,3.9,1.9,-4.9,0.04,0.14,0.212,0.471,0.138,33-49,0.402,82,43840000,0.8414634146341463,0.051779197080291973
1238,Metta World Peace,IND,2004, SF,2676000,24,200.66,111.583632,73,18.3,5.3,3.7,8.4,0.043,0.125,0.26,0.511,0.184,61-21,0.744,82,43840000,0.8902439024390244,0.06104014598540146
1239,Primoz Brezec,IND,2004, C,862000,24,215.9,114.305184,18,1.6,0.8,0.2,-10.8,0.093,0.164,0.246,0.489,0.1,61-21,0.744,82,43840000,0.21951219512195122,0.01966240875912409
1240,Scot Pollard,IND,2004, C,5310000,29,210.82,120.20188,61,1.7,2.7,0.2,-6.9,0.116,0.178,0.103,0.43,0.027,61-21,0.744,82,43840000,0.7439024390243902,0.12112226277372262
1241,Austin Croshere,IND,2004, PF,7610000,29,208.28,109.769264,77,5.0,3.2,0.7,2.8,0.072,0.213,0.191,0.549,0.096,61-21,0.744,82,43840000,0.9390243902439024,0.17358576642335766
1242,Jeff Foster,IND,2004, PF,2264000,27,210.82,109.769264,82,6.1,7.4,0.8,12.6,0.146,0.215,0.117,0.578,0.051,61-21,0.744,82,43840000,1.0,0.05164233576642336
1243,Jamaal Tinsley,IND,2004, PG,861000,26,190.5,88.45044,52,8.3,2.6,5.8,13.5,0.024,0.09,0.172,0.541,0.356,61-21,0.744,82,43840000,0.6341463414634146,0.019639598540145985
1244,Jonathan Bender,IND,2004, SF,4278000,23,213.36,99.336648,21,7.0,1.9,0.4,-1.6,0.045,0.137,0.288,0.584,0.076,61-21,0.744,82,43840000,0.25609756097560976,0.09758211678832117
1245,Maurice Taylor,HOU,2004, PF,7800000,27,205.74,115.66596,75,11.5,5.1,1.4,-1.3,0.079,0.142,0.231,0.512,0.105,45-37,0.549,82,43840000,0.9146341463414634,0.17791970802919707
1246,Mark Jackson,HOU,2004, PG,4580000,39,190.5,88.45044,42,2.5,1.7,2.8,-0.2,0.021,0.123,0.142,0.44,0.336,45-37,0.549,82,43840000,0.5121951219512195,0.10447080291970803
1247,Steve Francis,HOU,2004, PG,5720000,27,190.5,90.7184,79,16.6,5.5,6.2,3.0,0.045,0.111,0.237,0.501,0.276,45-37,0.549,82,43840000,0.9634146341463414,0.13047445255474452
1248,Scott Padgett,HOU,2004, PF,2102000,28,205.74,108.86208,58,3.4,2.4,0.4,5.5,0.099,0.176,0.172,0.552,0.075,45-37,0.549,82,43840000,0.7073170731707317,0.047947080291970805
1249,Kelvin Cato,HOU,2004, C,7344000,29,210.82,124.7378,69,6.1,6.8,1.0,3.1,0.108,0.202,0.139,0.495,0.069,45-37,0.549,82,43840000,0.8414634146341463,0.1675182481751825
1250,Cuttino Mobley,HOU,2004, SG,5393000,28,193.04,97.52228,80,15.8,4.5,3.2,1.8,0.015,0.112,0.2,0.535,0.144,45-37,0.549,82,43840000,0.975609756097561,0.12301551094890512
1251,Quincy Lewis,MIN,2004, SG,2350000,27,200.66,97.52228,14,1.1,0.5,0.1,-28.4,0.018,0.105,0.175,0.4,0.067,58-24,0.707,82,43840000,0.17073170731707318,0.053604014598540146
1252,Latrell Sprewell,MIN,2004, SG,13500000,33,195.58,88.45044,82,16.8,3.8,3.5,7.7,0.022,0.089,0.235,0.493,0.152,58-24,0.707,82,43840000,1.0,0.3079379562043796
1253,Kevin Garnett,MIN,2004, PF,28000000,28,210.82,108.86208,82,24.2,13.9,5.0,10.4,0.092,0.298,0.294,0.547,0.233,58-24,0.707,82,43840000,1.0,0.6386861313868614
1254,Mark Madsen,MIN,2004, PF,1474000,28,205.74,111.13004,72,3.6,3.8,0.4,6.8,0.125,0.128,0.113,0.506,0.034,58-24,0.707,82,43840000,0.8780487804878049,0.03362226277372263
1255,Wally Szczerbiak,MIN,2004, SG,3912000,27,200.66,106.59412,28,10.2,3.1,1.2,9.1,0.045,0.105,0.218,0.539,0.1,58-24,0.707,82,43840000,0.34146341463414637,0.08923357664233576
1256,Trenton Hassell,MIN,2004, SF,587000,25,195.58,90.7184,81,5.0,3.2,1.6,7.7,0.036,0.089,0.095,0.498,0.082,58-24,0.707,82,43840000,0.9878048780487805,0.013389598540145986
1257,Quentin Richardson,LAC,2004, SF,1805000,24,195.58,107.954896,65,17.2,6.4,2.1,-4.8,0.068,0.131,0.24,0.484,0.108,28-54,0.341,82,43840000,0.7926829268292683,0.04117244525547445
1258,Predrag Drobnjak,LAC,2004, C,639000,28,210.82,123.377024,61,6.3,3.2,0.6,-13.3,0.061,0.175,0.217,0.458,0.078,28-54,0.341,82,43840000,0.7439024390243902,0.0145757299270073
1259,Keyon Dooling,LAC,2004, PG,2256000,24,190.5,86.18248,58,6.2,1.4,2.2,-8.4,0.017,0.062,0.181,0.458,0.198,28-54,0.341,82,43840000,0.7073170731707317,0.05145985401459854
1260,Corey Maggette,LAC,2004, SF,2862000,24,198.12,103.418976,73,20.7,5.9,3.1,-4.3,0.041,0.146,0.251,0.586,0.154,28-54,0.341,82,43840000,0.8902439024390244,0.06528284671532847
1261,Elton Brand,LAC,2004, PF,6364000,25,203.2,120.20188,69,20.0,10.3,3.3,-5.5,0.115,0.19,0.232,0.567,0.157,28-54,0.341,82,43840000,0.8414634146341463,0.14516423357664235
1262,Glen Rice,LAC,2004, SF,9600000,37,203.2,103.418976,18,3.7,2.3,1.3,0.9,0.041,0.132,0.165,0.395,0.151,28-54,0.341,82,43840000,0.21951219512195122,0.21897810218978103
1263,Peja Stojakovic,SAC,2004, SF,6250000,27,208.28,103.872568,81,24.2,6.3,2.1,6.1,0.033,0.141,0.24,0.624,0.09,55-27,0.671,82,43840000,0.9878048780487805,0.1425638686131387
1264,Vlade Divac,SAC,2004, C,12051000,36,215.9,117.93392,81,9.9,5.7,5.3,7.1,0.07,0.16,0.188,0.511,0.273,55-27,0.671,82,43840000,0.9878048780487805,0.2748859489051095
1265,Chris Webber,SAC,2004, C,15937000,31,208.28,111.13004,23,18.7,8.7,4.6,-0.7,0.065,0.198,0.289,0.456,0.227,55-27,0.671,82,43840000,0.2804878048780488,0.3635264598540146
1266,Bobby Jackson,SAC,2004, PG,2925000,31,185.42,83.91452,50,13.8,3.5,2.1,4.7,0.052,0.111,0.265,0.538,0.171,55-27,0.671,82,43840000,0.6097560975609756,0.0667198905109489
