Name,Team,Season,Pos,Salary,Age,Height (cm),Weight (kg),GP,PTS,REB,AST,+/-,ORB%,DRB%,USG%,TS%,AST%,W-L,W-L%,TG
Luke Harangody,CLE,2011, PF,473604,23,200.66,113.851592,49,3.9,2.9,0.6,-3.9,0.072,0.19,0.169,0.444,0.078,19-63,0.232,82
Joey Graham,CLE,2011, SF,992680,29,200.66,104.32616,39,5.2,2.2,0.5,-9.4,0.017,0.153,0.175,0.518,0.054,19-63,0.232,82
Ramon Sessions,CLE,2011, G,3964320,25,190.5,86.18248,81,13.3,3.1,5.2,-11.4,0.024,0.113,0.241,0.559,0.351,19-63,0.232,82
Semih Erden,CLE,2011, C,473604,24,210.82,108.86208,41,4,2.9,0.5,-1.6,0.08,0.166,0.138,0.593,0.054,19-63,0.232,82
Samardo Samuels,CLE,2011, PF,500000,22,205.74,117.93392,37,7.8,4.3,0.5,-10.9,0.116,0.147,0.214,0.498,0.043,19-63,0.232,82
Ryan Hollins,CLE,2011, C,2333333,26,213.36,108.86208,70,5.3,2.7,0.4,-5.6,0.071,0.115,0.141,0.642,0.035,19-63,0.232,82
Christian Eyenga,CLE,2011, SF,1020960,22,195.58,95.25432,44,6.9,2.8,0.8,-10.4,0.031,0.121,0.173,0.476,0.061,19-63,0.232,82
Daniel Gibson,CLE,2011, SG,4015334,25,187.96,90.7184,67,11.6,2.6,3,-5.4,0.015,0.098,0.198,0.533,0.185,19-63,0.232,82
Antawn Jamison,CLE,2011, PF,13358905,35,205.74,106.59412,56,18,6.7,1.7,-10.6,0.05,0.186,0.255,0.516,0.092,19-63,0.232,82
Anderson Varejao,CLE,2011, C,7281818,28,210.82,117.93392,31,9.1,9.7,1.5,-9,0.111,0.24,0.135,0.56,0.074,19-63,0.232,82
Alonzo Gee,CLE,2011, SF,641141,24,198.12,99.79024,56,5.9,3.3,0.7,-10.7,0.061,0.124,0.144,0.544,0.056,19-63,0.232,82
Anthony Parker,CLE,2011, SG,2855769,36,198.12,95.25432,72,8.3,3,3,-7.8,0.018,0.102,0.146,0.505,0.164,19-63,0.232,82
Baron Davis,CLE,2011, PG,14000000,32,190.5,97.52228,58,13.1,2.7,6.7,-1.3,0.025,0.087,0.243,0.506,0.388,19-63,0.232,82
JJ Hickson,CLE,2011, C,1528920,22,205.74,109.769264,80,13.8,8.7,1.1,-11.9,0.107,0.244,0.253,0.503,0.075,19-63,0.232,82
Jawad Williams,CLE,2011, SF,1029389,28,205.74,102.0582,26,4,1.8,0.8,-12.5,0.02,0.139,0.17,0.396,0.093,19-63,0.232,82
Malik Allen,ORL,2011, PF,854389,33,208.28,115.66596,18,1.3,1.8,0.2,-11,0.068,0.135,0.09,0.361,0.036,52-30,0.634,82
Quentin Richardson,ORL,2011, SF,2265000,31,198.12,103.418976,57,4.4,3.1,0.7,2.2,0.048,0.17,0.146,0.454,0.064,52-30,0.634,82
Ryan Anderson,ORL,2011, PF,1409040,23,208.28,108.86208,64,10.6,5.5,0.8,9.2,0.104,0.182,0.198,0.591,0.061,52-30,0.634,82
Chris Duhon,ORL,2011, PG,3500000,28,185.42,86.18248,51,2.5,1,2.3,1.6,0.014,0.063,0.122,0.446,0.251,52-30,0.634,82
Brandon Bass,ORL,2011, PF,4000000,26,203.2,113.398,76,11.2,5.6,0.8,6.4,0.083,0.17,0.202,0.571,0.051,52-30,0.634,82
Jameer Nelson,ORL,2011, G,7800000,29,182.88,86.18248,76,13.1,3,6,7.5,0.019,0.092,0.221,0.548,0.324,52-30,0.634,82
JJ Redick,ORL,2011, SG,7250000,27,193.04,86.18248,59,10.1,1.9,1.7,4,0.005,0.08,0.167,0.589,0.11,52-30,0.634,82
Hedo Turkoglu,ORL,2011, SF,10215850,32,208.28,99.79024,81,10.8,4.4,4.2,6.4,0.021,0.14,0.168,0.555,0.207,52-30,0.634,82
Jason Richardson,ORL,2011, SG,14444443,30,198.12,102.0582,80,15.6,4.1,1.8,5.3,0.029,0.11,0.204,0.555,0.087,52-30,0.634,82
Earl Clark,ORL,2011, SF,1898760,23,208.28,102.0582,42,3.9,2.4,0.2,-4.6,0.092,0.153,0.201,0.456,0.035,52-30,0.634,82
Dwight Howard,ORL,2011, C,16647180,25,210.82,120.20188,78,22.9,14.1,1.4,8.6,0.128,0.301,0.272,0.616,0.067,52-30,0.634,82
Gilbert Arenas,ORL,2011, PG,17730694,29,193.04,97.52228,70,10.8,2.7,3.9,-0.7,0.014,0.108,0.246,0.471,0.256,52-30,0.634,82
Luol Deng,CHI,2011, F,11345000,26,205.74,99.79024,82,17.4,5.8,2.8,8.3,0.043,0.126,0.208,0.549,0.119,62-20,0.756,82
Omer Asik,CHI,2011, C,1721000,24,213.36,115.66596,82,2.8,3.7,0.4,14,0.137,0.22,0.125,0.559,0.049,62-20,0.756,82
Keith Bogans,CHI,2011, SG,1600000,31,195.58,97.52228,82,4.4,1.8,1.2,5.7,0.016,0.105,0.115,0.559,0.098,62-20,0.756,82
John Lucas III,CHI,2011, PG,130165,28,180.34,74.84268,2,1,0,0.5,-19.1,0,0,0.179,0.258,0.167,62-20,0.756,82
Kyle Korver,CHI,2011, SG,5000000,30,200.66,96.161504,82,8.3,1.8,1.5,8.6,0.009,0.096,0.182,0.572,0.121,62-20,0.756,82
Kurt Thomas,CHI,2011, PF,1800000,38,205.74,104.32616,52,4.1,5.8,1.2,6.8,0.077,0.227,0.096,0.527,0.074,62-20,0.756,82
Taj Gibson,CHI,2011, C,1117680,26,205.74,102.0582,80,7.1,5.7,0.7,8.9,0.112,0.191,0.169,0.502,0.054,62-20,0.756,82
Rasual Butler,CHI,2011, SF,211084,32,200.66,97.52228,47,4.7,1.6,0.6,-7.6,0.015,0.103,0.159,0.446,0.059,62-20,0.756,82
Ronnie Brewer,CHI,2011, SF,4790000,26,200.66,102.965384,81,6.2,3.2,1.7,9.8,0.036,0.128,0.14,0.518,0.126,62-20,0.756,82
Carlos Boozer,CHI,2011, PF,14400000,29,205.74,120.655472,59,17.5,9.6,2.5,6.5,0.086,0.27,0.27,0.542,0.137,62-20,0.756,82
C.J. Watson,CHI,2011, PG,3600000,27,187.96,79.3786,82,4.9,1.1,2.3,8.3,0.018,0.082,0.218,0.466,0.303,62-20,0.756,82
Brian Scalabrine,CHI,2011, PF,854389,33,205.74,106.59412,18,1.1,0.4,0.3,1.1,0.012,0.083,0.12,0.526,0.098,62-20,0.756,82
Joakim Noah,CHI,2011, C,3128536,26,210.82,105.233344,48,11.7,10.4,2.2,5.8,0.137,0.227,0.165,0.579,0.105,62-20,0.756,82
Derrick Rose,CHI,2011, PG,5546160,22,190.5,86.18248,81,25,4.1,7.7,8.3,0.032,0.093,0.319,0.55,0.372,62-20,0.756,82
Melvin Ely,DEN,2011, C,854389,33,208.28,118.387512,30,2.3,2.5,0.5,2.1,0.09,0.153,0.092,0.573,0.052,50-32,0.61,82
Kenyon Martin,DEN,2011, PF,16545454,33,205.74,108.86208,48,8.6,6.2,2.3,7.9,0.065,0.203,0.166,0.526,0.13,50-32,0.61,82
Kosta Koufos,DEN,2011, C,1298640,22,213.36,120.20188,50,3.2,2.6,0.1,-6.1,0.134,0.185,0.189,0.474,0.025,50-32,0.61,82
Timofey Mozgov,DEN,2011, C,3567096,24,215.9,113.398,45,3.6,2.7,0.3,-2.7,0.102,0.16,0.161,0.523,0.045,50-32,0.61,82
Wilson Chandler,DEN,2011, SF,2130482,24,203.2,102.0582,72,15.3,5.7,1.7,4.4,0.035,0.152,0.208,0.537,0.079,50-32,0.61,82
Ty Lawson,DEN,2011, G,1546560,23,180.34,88.45044,80,11.7,2.6,4.7,4.3,0.037,0.077,0.193,0.593,0.272,50-32,0.61,82
Raymond Felton,DEN,2011, G,7000000,27,185.42,92.98636,75,15.5,3.6,8.3,2.9,0.02,0.091,0.215,0.524,0.347,50-32,0.61,82
Chris Andersen,DEN,2011, PF,4533300,32,208.28,103.418976,45,5.6,4.9,0.4,5.2,0.12,0.223,0.131,0.636,0.043,50-32,0.61,82
Danilo Gallinari,DEN,2011, PF,3304560,22,208.28,102.0582,62,15.6,4.9,1.7,2.1,0.033,0.133,0.19,0.597,0.074,50-32,0.61,82
Al Harrington,DEN,2011, PF,5765000,31,205.74,113.398,73,10.5,4.5,1.4,3.7,0.054,0.179,0.221,0.527,0.096,50-32,0.61,82
Arron Afflalo,DEN,2011, G,1959577,25,195.58,97.52228,69,12.6,3.6,2.4,3.8,0.023,0.101,0.15,0.62,0.109,50-32,0.61,82
JR Smith,DEN,2011, SG,6757851,25,198.12,99.79024,79,12.3,4.1,2.2,5.8,0.028,0.162,0.22,0.55,0.141,50-32,0.61,82
Gary Forbes,DEN,2011, F,473604,26,200.66,99.79024,63,5.2,1.8,0.8,-2.1,0.041,0.127,0.193,0.524,0.094,50-32,0.61,82
Nick Collison,OKC,2011, F,13270000,30,208.28,115.66596,71,4.6,4.5,1,10.5,0.097,0.148,0.099,0.6,0.068,55-27,0.671,82
Nazr Mohammed,OKC,2011, C,6883800,33,208.28,113.398,75,7.1,4.9,0.3,0.7,0.133,0.212,0.206,0.538,0.031,55-27,0.671,82
Morris Peterson,OKC,2011, SG,6665000,33,200.66,99.79024,4,1,0.8,0.3,15.2,0,0.158,0.096,0.4,0.053,55-27,0.671,82
Nate Robinson,OKC,2011, PG,4200000,27,175.26,81.64656,59,6.8,1.5,1.9,1.2,0.02,0.089,0.217,0.507,0.183,55-27,0.671,82
Kevin Durant,OKC,2011, SF,6053663,22,205.74,104.32616,78,27.7,6.8,2.7,4.7,0.023,0.174,0.302,0.589,0.127,55-27,0.671,82
Kendrick Perkins,OKC,2011, C,6696720,26,208.28,127.00576,29,6,8,0.9,6.9,0.101,0.253,0.134,0.538,0.052,55-27,0.671,82
Thabo Sefolosha,OKC,2011, SF,3250000,27,200.66,97.52228,79,5.1,4.4,1.4,3.2,0.038,0.159,0.093,0.545,0.076,55-27,0.671,82
Serge Ibaka,OKC,2011, C,1204200,21,208.28,106.59412,82,9.9,7.6,0.3,4,0.118,0.206,0.158,0.579,0.016,55-27,0.671,82
Russell Westbrook,OKC,2011, PG,4017720,22,190.5,84.821704,82,21.9,4.6,8.2,3,0.051,0.102,0.312,0.538,0.422,55-27,0.671,82
Royal Ivey,OKC,2011, PG,1200000,29,193.04,97.52228,25,1.6,0.6,0.3,-8.9,0.014,0.099,0.13,0.527,0.077,55-27,0.671,82
Byron Mullens,OKC,2011, C,1204200,22,213.36,124.7378,13,1.9,1.8,0,-14.8,0.072,0.237,0.211,0.366,0,55-27,0.671,82
Cole Aldrich,OKC,2011, C,2126520,22,210.82,111.13004,18,1,1.9,0.2,3.9,0.112,0.168,0.082,0.537,0.041,55-27,0.671,82
Daequan Cook,OKC,2011, SG,2169857,24,195.58,95.25432,43,5.6,1.7,0.5,7,0.017,0.123,0.16,0.63,0.055,55-27,0.671,82
James Harden,OKC,2011, SG,4304520,21,195.58,99.79024,82,12.2,3.1,2.1,5.7,0.024,0.11,0.197,0.598,0.136,55-27,0.671,82
Eric Maynor,OKC,2011, PG,1417800,24,190.5,79.3786,82,4.2,1.5,2.9,8.4,0.027,0.092,0.169,0.485,0.313,55-27,0.671,82
Monta Ellis,GSW,2011, SG,11000000,25,190.5,83.91452,80,24.1,3.5,5.6,-3.3,0.015,0.086,0.281,0.536,0.234,36-46,0.439,82
Lou Amundson,GSW,2011, PF,2225000,28,205.74,102.0582,46,4.3,4,0.4,-5.5,0.121,0.162,0.155,0.452,0.039,36-46,0.439,82
Stephen Curry,GSW,2011, PG,2913840,23,190.5,83.91452,74,18.6,3.9,5.8,-0.6,0.023,0.109,0.242,0.595,0.268,36-46,0.439,82
Vladimir Radmanovic,GSW,2011, SF,6883800,30,208.28,106.59412,74,5.1,2.9,1.1,2.7,0.062,0.15,0.149,0.562,0.096,36-46,0.439,82
Reggie Williams,GSW,2011, SF,762195,24,201,86,80,9.2,2.7,1.5,-1.7,0.031,0.117,0.189,0.585,0.118,36-46,0.439,82
Charlie Bell,GSW,2011, SG,4447792,32,190.5,90.7184,19,1.7,0.9,0.7,2,0.037,0.084,0.133,0.357,0.113,36-46,0.439,82
David Lee,GSW,2011, PF,10800000,28,205.74,108.86208,73,16.5,9.8,3.2,-2.3,0.093,0.218,0.212,0.549,0.136,36-46,0.439,82
Andris Biedrins,GSW,2011, C,9000000,25,213.36,108.86208,59,5,7.2,1,-7.8,0.115,0.242,0.106,0.526,0.06,36-46,0.439,82
Al Thornton,GSW,2011, SF,211084,27,203.2,106.59412,71,7.4,3,0.9,-4.8,0.048,0.139,0.182,0.531,0.072,36-46,0.439,82
Acie Law,GSW,2011, PG,633253,26,190.5,91.625584,51,4.2,1.2,1.6,-8.2,0.019,0.082,0.16,0.502,0.182,36-46,0.439,82
Jeremy Lin,GSW,2011, G,473604,22,190.5,90.7184,29,2.6,1.2,1.4,2.5,0.043,0.097,0.155,0.458,0.207,36-46,0.439,82
Jeff Adrien,GSW,2011, SF,133723,25,201,111,23,2.5,2.5,0.4,-1.3,0.133,0.206,0.163,0.457,0.075,36-46,0.439,82
Dorell Wright,GSW,2011, SF,3540000,25,205.74,92.98636,82,16.4,5.3,3,-2.1,0.031,0.126,0.192,0.539,0.114,36-46,0.439,82
Ekpe Udoh,GSW,2011, F,3065040,24,208.28,111.13004,58,4.1,3.1,0.7,6.5,0.087,0.112,0.13,0.472,0.051,36-46,0.439,82
Mo Williams,LAC,2011, PG,9300000,28,185.42,88.45044,58,14,2.6,6.6,-9.8,0.013,0.086,0.246,0.503,0.361,32-50,0.39,82
Willie Warren,LAC,2011, SG,500000,21,193.04,92.079176,19,1.9,0.6,1.4,3.9,0.009,0.109,0.16,0.48,0.307,32-50,0.39,82
Randy Foye,LAC,2011, SG,4250000,27,193.04,96.615096,63,9.8,1.6,2.7,-6.7,0.01,0.068,0.201,0.516,0.18,32-50,0.39,82
Ryan Gomes,LAC,2011, SF,4000000,28,200.66,111.13004,76,7.2,3.3,1.6,-3.8,0.034,0.109,0.127,0.504,0.084,32-50,0.39,82
Chris Kaman,LAC,2011, C,11800000,29,213.36,120.20188,32,12.4,7,1.4,-4.7,0.072,0.224,0.245,0.495,0.1,32-50,0.39,82
Craig Smith,LAC,2011, PF,2300000,27,200.66,120.20188,48,5.4,2.4,0.6,-5.7,0.085,0.154,0.194,0.592,0.095,32-50,0.39,82
Al-Farouq Aminu,LAC,2011, PF,2563320,20,205.74,97.52228,81,5.6,3.3,0.7,-7.8,0.06,0.154,0.171,0.499,0.067,32-50,0.39,82
Brian Cook,LAC,2011, PF,1146337,30,205.74,113.398,40,4.8,2.4,0.4,-8.8,0.05,0.217,0.203,0.534,0.057,32-50,0.39,82
Blake Griffin,LAC,2011, PF,5357280,22,208.28,113.851592,82,22.5,12.1,3.8,-3.4,0.103,0.269,0.273,0.549,0.184,32-50,0.39,82
DeAndre Jordan,LAC,2011, C,854389,22,210.82,120.20188,80,7.1,7.2,0.5,-2.7,0.122,0.206,0.118,0.648,0.031,32-50,0.39,82
Jamario Moon,LAC,2011, SF,3000000,31,203.2,92.98636,59,4.3,2.8,0.9,-6.5,0.025,0.154,0.12,0.499,0.074,32-50,0.39,82
Ike Diogu,LAC,2011, PF,567917,27,205.74,113.398,36,5.8,3.2,0.1,-10.6,0.096,0.188,0.183,0.59,0.008,32-50,0.39,82
Eric Bledsoe,LAC,2011, PG,1485000,21,185.42,88.45044,81,6.7,2.8,3.6,-7,0.045,0.098,0.179,0.499,0.254,32-50,0.39,82
Eric Gordon,LAC,2011, SG,3016680,22,190.5,97.52228,56,22.3,2.9,4.4,-1.7,0.025,0.064,0.262,0.566,0.197,32-50,0.39,82
Mike Harris,HOU,2011, SF,854389,28,198.12,106.59412,4,2,1.3,0.3,55.3,0.111,0.158,0.214,0.515,0.071,43-39,0.524,82
Luis Scola,HOU,2011, PF,7775378,31,205.74,111.13004,74,18.3,8.2,2.5,3,0.07,0.217,0.255,0.538,0.131,43-39,0.524,82
Jordan Hill,HOU,2011, C,2669520,23,208.28,106.59412,72,5.6,4.3,0.4,-6.6,0.127,0.183,0.179,0.521,0.043,43-39,0.524,82
Kevin Martin,HOU,2011, SG,10600005,28,200.66,83.91452,80,23.5,3.2,2.5,2.8,0.012,0.1,0.295,0.601,0.128,43-39,0.524,82
Kyle Lowry,HOU,2011, PG,5750000,25,182.88,92.98636,75,13.5,4.1,6.7,5,0.04,0.099,0.186,0.55,0.289,43-39,0.524,82
Patrick Patterson,HOU,2011, PF,1823280,22,205.74,106.59412,52,6.3,3.8,0.8,1.3,0.11,0.146,0.163,0.574,0.078,43-39,0.524,82
Terrence Williams,HOU,2011, SG,2214480,24,198.12,99.79024,21,5,2.4,1.8,-13.6,0.015,0.198,0.242,0.427,0.244,43-39,0.524,82
Yao Ming,HOU,2011, C,17686100,30,228.6,140.61352,5,10.2,5.4,0.8,-14.3,0.081,0.22,0.242,0.579,0.077,43-39,0.524,82
Chuck Hayes,HOU,2011, PF,1972500,28,198.12,107.954896,74,7.9,8.1,2.7,5.9,0.122,0.211,0.132,0.554,0.14,43-39,0.524,82
Chase Budinger,HOU,2011, SF,780871,23,200.66,98.883056,78,9.8,3.6,1.6,4,0.033,0.147,0.199,0.534,0.113,43-39,0.524,82
Courtney Lee,HOU,2011, SG,1352640,25,195.58,90.7184,81,8.3,2.6,1.2,0.1,0.034,0.104,0.179,0.534,0.092,43-39,0.524,82
Brad Miller,HOU,2011, C,4400000,35,213.36,118.387512,60,6.4,3.7,2.4,0,0.049,0.197,0.17,0.566,0.22,43-39,0.524,82
Hasheem Thabeet,HOU,2011, C,4793280,24,220.98,119.294696,47,1.1,1.6,0.1,-14.8,0.073,0.178,0.087,0.478,0.015,43-39,0.524,82
DeMarre Carroll,HOU,2011, SF,1085400,24,203.2,96.161504,12,0.8,0.7,0.3,1.1,0.043,0.146,0.11,0.388,0.103,43-39,0.524,82
Goran Dragic,HOU,2011, PG,1972000,25,190.5,86.18248,70,7.5,2,2.9,-6.7,0.032,0.1,0.228,0.524,0.291,43-39,0.524,82
Mike Dunleavy,IND,2011, SG,10561984,30,205.74,104.32616,61,11.2,4.5,1.7,1.6,0.019,0.158,0.169,0.593,0.097,37-45,0.451,82
Josh McRoberts,IND,2011, PF,885120,24,208.28,108.86208,72,7.4,5.3,2.1,2.5,0.081,0.181,0.148,0.608,0.143,37-45,0.451,82
Lance Stephenson,IND,2011, G,750000,20,195.58,95.25432,12,3.1,1.5,1.8,0,0.009,0.148,0.223,0.41,0.309,37-45,0.451,82
T.J. Ford,IND,2011, PG,8500000,28,182.88,74.84268,41,5.4,2,3.4,-1.8,0.024,0.092,0.186,0.434,0.308,37-45,0.451,82
Solomon Jones,IND,2011, PF,1500000,26,208.28,111.13004,39,3.6,2.9,0.8,-6.4,0.095,0.151,0.158,0.469,0.094,37-45,0.451,82
Tyler Hansbrough,IND,2011, PF,1998600,25,205.74,113.398,70,11,5.2,0.6,-4.9,0.102,0.162,0.227,0.529,0.047,37-45,0.451,82
Paul George,IND,2011, SG,2238360,21,203.2,95.25432,61,7.8,3.7,1.1,-0.1,0.033,0.162,0.175,0.542,0.082,37-45,0.451,82
Roy Hibbert,IND,2011, C,1685280,24,218.44,126.098576,81,12.7,7.5,2,-1.7,0.094,0.205,0.237,0.507,0.123,37-45,0.451,82
Darren Collison,IND,2011, G,1361040,23,182.88,72.57472,79,13.2,2.8,5.1,-3.3,0.019,0.085,0.218,0.534,0.28,37-45,0.451,82
Danny Granger,IND,2011, SF,10973202,28,203.2,103.418976,79,20.5,5.4,2.6,-0.9,0.036,0.133,0.266,0.554,0.128,37-45,0.451,82
Dahntay Jones,IND,2011, SG,2500000,30,198.12,95.25432,45,6.3,1.4,0.7,-1.8,0.008,0.119,0.219,0.558,0.103,37-45,0.451,82
Brandon Rush,IND,2011, F,2069040,25,198.12,95.25432,67,9.1,3.2,0.9,-6,0.021,0.12,0.161,0.54,0.058,37-45,0.451,82
James Posey,IND,2011, SF,7148800,34,203.2,98.429464,49,4.9,3,0.7,-3.7,0.013,0.193,0.146,0.485,0.068,37-45,0.451,82
Jeff Foster,IND,2011, PF,6655000,34,210.82,113.398,56,3.3,6.3,0.8,3.3,0.177,0.226,0.099,0.497,0.073,37-45,0.451,82
Michael Redd,MIL,2011, SG,18300000,31,198.12,97.52228,10,4.4,0.8,1.2,4.8,0,0.072,0.176,0.47,0.132,35-47,0.427,82
Jon Brockman,MIL,2011, PF,1000000,24,200.66,115.66596,63,2.2,2.9,0.3,2.1,0.126,0.203,0.097,0.567,0.041,35-47,0.427,82
John Salmons,MIL,2011, SF,8000000,31,198.12,93.893544,73,14,3.6,3.5,-1.5,0.012,0.112,0.209,0.51,0.179,35-47,0.427,82
Keyon Dooling,MIL,2011, PG,2080000,31,190.5,88.45044,80,7.1,1.5,3,3.4,0.008,0.071,0.176,0.509,0.226,35-47,0.427,82
Luc Mbah a Moute,MIL,2011, PF,854389,24,203.2,104.32616,79,6.7,5.3,0.9,-0.6,0.09,0.145,0.132,0.518,0.054,35-47,0.427,82
Larry Sanders,MIL,2011, PF,1731960,22,210.82,106.59412,60,4.3,3,0.3,-7.6,0.075,0.164,0.176,0.448,0.033,35-47,0.427,82
Chris Douglas-Roberts,MIL,2011, SG,854389,24,200.66,95.25432,44,7.3,2,1.1,-1,0.009,0.109,0.186,0.517,0.098,35-47,0.427,82
Carlos Delfino,MIL,2011, SG,3500000,28,198.12,104.32616,49,11.5,4.1,2.3,-3.9,0.017,0.135,0.177,0.517,0.123,35-47,0.427,82
Corey Maggette,MIL,2011, SF,9600000,31,198.12,102.0582,67,12,3.6,1.3,-3.1,0.037,0.165,0.277,0.573,0.111,35-47,0.427,82
Brian Skinner,MIL,2011, PF,668434,35,205.74,115.66596,2,0,0,0,-95.6,0,0,0,0,0,35-47,0.427,82
Andrew Bogut,MIL,2011, C,11000000,26,213.36,117.93392,65,12.8,11.1,2,0,0.099,0.262,0.198,0.496,0.103,35-47,0.427,82
Brandon Jennings,MIL,2011, G,2331120,21,185.42,76.657048,63,16.2,3.7,4.8,-2.1,0.021,0.106,0.25,0.493,0.261,35-47,0.427,82
Earl Boykins,MIL,2011, PG,854389,35,165.1,60.327736,57,7.2,1,2.5,2.7,0.021,0.055,0.24,0.526,0.301,35-47,0.427,82
Drew Gooden,MIL,2011, PF,5765000,29,208.28,113.398,35,11.3,6.8,1.3,-3.7,0.097,0.229,0.248,0.487,0.108,35-47,0.427,82
Ersan Ilyasova,MIL,2011, PF,2320500,24,208.28,106.59412,60,9.5,6.1,0.9,1.1,0.078,0.211,0.189,0.516,0.064,35-47,0.427,82
Landry Fields,NYK,2011, SG,473604,23,200.66,95.25432,82,9.7,6.4,1.9,2.1,0.047,0.186,0.135,0.598,0.087,42-40,0.512,82
Toney Douglas,NYK,2011, PG,1071000,25,187.96,83.91452,81,10.6,3,3,2.6,0.036,0.104,0.199,0.534,0.202,42-40,0.512,82
Shawne Williams,NYK,2011, SF,854389,25,205.74,104.32616,64,7.1,3.7,0.7,-0.1,0.051,0.157,0.152,0.558,0.054,42-40,0.512,82
Renaldo Balkman,NYK,2011, SF,1675000,26,203.2,94.347136,8,2,0.9,0.3,0.4,0.034,0.089,0.106,0.542,0.047,42-40,0.512,82
Roger Mason Jr.,NYK,2011, SG,1400000,30,195.58,92.98636,26,2.9,1.7,0.8,-9.8,0.017,0.144,0.124,0.461,0.099,42-40,0.512,82
Ronny Turiaf,NYK,2011, C,4000000,28,208.28,111.13004,64,4.2,3.2,1.4,1,0.06,0.143,0.096,0.648,0.122,42-40,0.512,82
Shelden Williams,NYK,2011, C,854389,27,205.74,113.398,59,4.5,4.6,0.5,-1.8,0.115,0.226,0.142,0.522,0.053,42-40,0.512,82
Chauncey Billups,NYK,2011, PG,13150000,34,190.5,95.25432,72,16.8,2.6,5.4,2.8,0.013,0.081,0.225,0.617,0.266,42-40,0.512,82
Carmelo Anthony,NYK,2011, PF,17149243,27,203.2,104.32616,77,25.6,7.3,2.9,3.2,0.05,0.184,0.321,0.557,0.149,42-40,0.512,82
Andy Rautins,NYK,2011, SG,600000,24,193.04,86.18248,5,1.6,0.2,0.6,-18.8,0,0.048,0.278,0.508,0.25,42-40,0.512,82
Anthony Carter,NYK,2011, PG,854389,36,187.96,88.45044,33,3.3,1.5,2.1,1.1,0.018,0.109,0.144,0.502,0.234,42-40,0.512,82
Amar'e Stoudemire,NYK,2011, C,16486611,28,208.28,108.86208,78,25.3,8.2,2.6,1.2,0.08,0.177,0.309,0.565,0.128,42-40,0.512,82
Henry Walker,NYK,2011, SF,854389,23,198.12,99.79024,61,4.9,2,0.6,6.2,0.023,0.155,0.165,0.583,0.069,42-40,0.512,82
Jared Jeffries,NYK,2011, PF,221136,29,210.82,108.86208,42,1.8,2.8,0.9,11,0.121,0.11,0.09,0.375,0.079,42-40,0.512,82
Derrick Brown,NYK,2011, SF,762195,23,203.2,99.79024,49,3.8,2,0.7,-4.3,0.087,0.122,0.153,0.588,0.093,42-40,0.512,82
Tracy McGrady,DET,2011, SG,854389,32,203.2,101.151016,72,8,3.5,3.5,-3.8,0.034,0.155,0.189,0.503,0.244,30-52,0.366,82
Tayshaun Prince,DET,2011, SF,11148760,31,205.74,97.52228,78,14.1,4.2,2.8,-3.8,0.036,0.126,0.211,0.511,0.142,30-52,0.366,82
Will Bynum,DET,2011, PG,3250000,28,182.88,83.91452,61,7.9,1.2,3.2,-7.6,0.016,0.068,0.227,0.524,0.289,30-52,0.366,82
Richard Hamilton,DET,2011, SG,12500000,33,200.66,87.543256,55,14.1,2.3,3.1,-5.2,0.019,0.086,0.26,0.52,0.199,30-52,0.366,82
Rodney Stuckey,DET,2011, PG,2767126,25,195.58,92.98636,70,15.5,3.1,5.2,-2.6,0.037,0.084,0.243,0.544,0.27,30-52,0.366,82
Chris Wilcox,DET,2011, PF,3000000,28,208.28,106.59412,57,7.4,4.8,0.8,-1,0.112,0.235,0.187,0.587,0.068,30-52,0.366,82
Charlie Villanueva,DET,2011, PF,7020000,26,210.82,105.233344,76,11.1,3.9,0.6,-5.6,0.036,0.188,0.231,0.553,0.05,30-52,0.366,82
DaJuan Summers,DET,2011, SF,762195,23,203.2,108.86208,22,3.4,0.5,0.1,-4.6,0.013,0.062,0.217,0.476,0.017,30-52,0.366,82
Ben Wallace,DET,2011, PF,2080000,36,205.74,108.86208,54,2.9,6.5,1.3,-7.2,0.118,0.228,0.083,0.442,0.086,30-52,0.366,82
Ben Gordon,DET,2011, SG,10800000,28,190.5,90.7184,82,11.2,2.4,2.1,-3.5,0.022,0.094,0.212,0.548,0.129,30-52,0.366,82
Austin Daye,DET,2011, SF,1803720,23,210.82,90.7184,72,7.5,3.8,1.1,-4.7,0.05,0.185,0.184,0.518,0.085,30-52,0.366,82
Jason Maxiell,DET,2011, PF,5000000,28,200.66,117.93392,57,4.2,3,0.3,-6.5,0.087,0.144,0.141,0.51,0.028,30-52,0.366,82
Greg Monroe,DET,2011, C,2798040,21,210.82,113.398,80,9.4,7.5,1.3,-4.1,0.131,0.204,0.154,0.575,0.075,30-52,0.366,82
Tyson Chandler,DAL,2011, C,12600000,28,215.9,106.59412,74,10.1,9.4,0.4,8.2,0.123,0.254,0.142,0.697,0.024,57-25,0.695,82
Peja Stojakovic,DAL,2011, SF,402065,34,208.28,103.872568,33,8.5,2.3,0.9,9.3,0.028,0.115,0.189,0.588,0.069,57-25,0.695,82
Rodrigue Beaubois,DAL,2011, PG,1156080,23,187.96,83.91452,28,8.4,1.9,2.3,0.1,0.016,0.102,0.256,0.5,0.213,57-25,0.695,82
Shawn Marion,DAL,2011, SG,7055500,33,200.66,103.418976,80,12.5,6.9,1.4,1.2,0.09,0.194,0.214,0.551,0.084,57-25,0.695,82
