,player_name,team_abbreviation,age,player_height,player_weight,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,position,salary
6364,Marreese Speights,LAC,29.0,208.28,115.66596,82,8.7,4.5,0.8,-2.4,0.077,0.245,0.239,0.584,0.085,2017, F,1403611
6365,Omri Casspi,MIN,29.0,205.74,102.0582,36,5.2,3.1,1.0,-8.4,0.047,0.1669999999999999,0.14,0.526,0.087,2017, F,138414
6366,Markieff Morris,WAS,27.0,208.28,111.13004,76,14.0,6.5,1.7,3.9,0.051,0.18,0.204,0.54,0.076,2017, PF,7400000
6367,Mario Hezonja,ORL,22.0,203.2,98.883056,65,4.9,2.2,1.0,-15.1,0.021,0.151,0.191,0.45,0.11,2017, SF,3909840
6368,Marcus Thornton,WAS,30.0,193.04,92.98636,33,6.6,2.3,1.2,-12.7,0.043,0.12,0.188,0.494,0.108,2017, SG,980431
6369,Marcus Smart,BOS,23.0,193.04,99.79024,79,10.6,3.9,4.6,2.5,0.036,0.107,0.185,0.486,0.226,2017, PG,3578880
6370,Marcus Georges-Hunt,ORL,23.0,198.12,99.79024,5,2.8,1.8,0.6,-25.0,0.022,0.163,0.124,0.614,0.13,2017, F,31969
6371,Marco Belinelli,CHA,31.0,195.58,95.25432,74,10.5,2.4,2.0,-0.1,0.009,0.104,0.193,0.5660000000000001,0.131,2017, SG,6333333
6372,Marcin Gortat,WAS,33.0,210.82,108.86208,82,10.8,10.4,1.5,2.8,0.104,0.2689999999999999,0.147,0.593,0.065,2017, C,12000000
6373,Michael Kidd-Gilchrist,CHA,23.0,200.66,105.233344,81,9.2,7.0,1.4,1.6,0.071,0.1939999999999999,0.146,0.528,0.074,2017, SF,13000000
6374,Marc Gasol,MEM,32.0,215.9,115.66596,74,19.5,6.3,4.6,1.4,0.027,0.19,0.267,0.5539999999999999,0.246,2017, C,21165675
6375,Manu Ginobili,SAS,39.0,198.12,92.98636,69,7.5,2.3,2.7,10.4,0.025,0.113,0.195,0.532,0.1989999999999999,2017, G,14000000
6376,Marquese Chriss,PHX,19.0,208.28,105.68693600000002,82,9.2,4.2,0.7,-10.8,0.0579999999999999,0.1639999999999999,0.196,0.529,0.051,2017, C,2941440
6377,Mike Conley,MEM,29.0,185.42,79.3786,69,20.5,3.5,6.3,3.1,0.015,0.108,0.263,0.604,0.3289999999999999,2017, PG,26540100
6378,Okaro White,MIA,24.0,203.2,92.532768,35,2.8,2.3,0.6,8.6,0.061,0.142,0.109,0.507,0.061,2017, F,210995
6379,Mike Miller,DEN,37.0,203.2,98.883056,20,1.4,1.9,1.1,-3.3,0.016,0.261,0.104,0.586,0.195,2017, SG,3500000
6380,Omer Asik,NOP,30.0,213.36,115.66596,31,2.7,5.3,0.5,-4.9,0.1009999999999999,0.252,0.088,0.517,0.044,2017, C,9904494
6381,Manny Harris,DAL,27.0,195.58,83.91452,4,2.0,2.3,0.5,-51.1,0.091,0.353,0.294,0.239,0.143,2017, PG,115344
6382,Norris Cole,OKC,28.0,187.96,79.3786,13,3.3,0.8,1.1,-6.4,0.0,0.105,0.22,0.381,0.177,2017, F,247991
6383,Norman Powell,TOR,24.0,193.04,97.52228,76,8.4,2.2,1.1,3.7,0.022,0.12,0.212,0.552,0.094,2017, SG,874636
6384,Noah Vonleh,POR,21.0,205.74,111.13004,74,4.4,5.2,0.4,-2.0,0.111,0.2239999999999999,0.131,0.525,0.036,2017, PF,2751360
6385,Nikola Vucevic,ORL,26.0,213.36,117.93392,75,14.6,10.4,2.8,-3.6,0.086,0.306,0.243,0.498,0.157,2017, C,11750000
6386,Nikola Mirotic,CHI,26.0,208.28,107.954896,70,10.6,5.5,1.1,4.7,0.04,0.208,0.198,0.546,0.069,2017, F,5782450
6387,Nikola Jokic,DEN,22.0,208.28,113.398,73,16.7,9.8,4.9,5.1,0.119,0.272,0.2339999999999999,0.64,0.266,2017, C,1358500
6388,Nik Stauskas,PHI,23.0,198.12,92.98636,80,9.5,2.8,2.4,-4.8,0.011,0.102,0.1639999999999999,0.54,0.129,2017, G,2993040
6389,Nicolas Laprovittola,SAS,27.0,193.04,81.64656,18,3.3,0.6,1.6,-9.7,0.0069999999999999,0.0579999999999999,0.19,0.579,0.301,2017, G,543471
6390,Nicolas Brussino,DAL,24.0,203.2,97.52228,54,2.8,1.8,0.9,-10.8,0.053,0.165,0.153,0.498,0.144,2017, SF,543471
6391,Nicolas Batum,CHA,28.0,203.2,90.7184,77,15.1,6.2,5.9,1.3,0.019,0.184,0.221,0.529,0.273,2017, SG,20869566
6392,Mike Dunleavy,ATL,36.0,205.74,104.32616,53,5.2,2.2,0.9,-4.3,0.024,0.124,0.141,0.573,0.0969999999999999,2017, SG,4837500
6393,Nick Young,LAL,32.0,200.66,95.25432,60,13.2,2.3,1.0,-6.9,0.017,0.081,0.195,0.588,0.057,2017, G,5443918
6394,Nerlens Noel,DAL,23.0,210.82,103.418976,51,8.7,5.8,1.0,-2.6,0.1,0.225,0.176,0.622,0.078,2017, C,4384490
6395,Nemanja Bjelica,MIN,29.0,208.28,102.0582,65,6.2,3.8,1.2,1.3,0.053,0.184,0.1639999999999999,0.526,0.102,2017, PF,3800000
6396,Myles Turner,IND,21.0,210.82,110.222856,81,14.5,7.3,1.3,3.2,0.064,0.192,0.1969999999999999,0.585,0.065,2017, C,2463840
6397,Montrezl Harrell,HOU,23.0,203.2,108.86208,58,9.1,3.8,1.1,3.5,0.084,0.1369999999999999,0.176,0.662,0.0969999999999999,2017, PF,1045000
6398,Monta Ellis,IND,31.0,190.5,83.91452,74,8.5,2.8,3.2,-0.5,0.011,0.103,0.1689999999999999,0.514,0.171,2017, SG,10763500
6399,Mirza Teletovic,MIL,31.0,205.74,111.13004,70,6.4,2.3,0.7,3.4,0.011,0.15,0.191,0.515,0.063,2017, PF,10500000
6400,Mindaugas Kuzminskas,NYK,27.0,205.74,97.52228,68,6.3,1.9,1.0,-1.2,0.05,0.084,0.188,0.5329999999999999,0.102,2017, F,2898000
6401,Miles Plumlee,CHA,28.0,210.82,112.944408,45,2.5,2.1,0.5,-5.9,0.093,0.127,0.131,0.518,0.065,2017, C,12500000
6402,Mike Tobey,CHA,22.0,213.36,117.93392,2,1.0,1.5,0.5,-27.3,0.083,0.043,0.105,0.25,0.091,2017, C,67135
6403,Mike Scott,ATL,28.0,203.2,107.501304,18,2.5,2.1,0.9,-8.5,0.053,0.171,0.165,0.36,0.15,2017, PF,3333334
6404,Mike Muscala,ATL,25.0,210.82,108.86208,70,6.2,3.4,1.4,-3.1,0.069,0.15,0.149,0.596,0.121,2017, PF,1015696
6405,Nick Collison,OKC,36.0,208.28,115.66596,20,1.7,1.6,0.6,-17.2,0.068,0.186,0.1009999999999999,0.622,0.171,2017, F,3750000
6406,Malik Beasley,DEN,20.0,195.58,88.904032,22,3.8,0.8,0.5,15.0,0.036,0.072,0.222,0.536,0.098,2017, SG,1627320
6407,Josh McRoberts,MIA,30.0,208.28,108.86208,22,4.9,3.4,2.3,-9.3,0.065,0.154,0.175,0.439,0.2,2017, PF,5782450
6408,Malcolm Brogdon,MIL,24.0,195.58,97.52228,75,10.2,2.8,4.2,2.7,0.0279999999999999,0.0969999999999999,0.186,0.555,0.239,2017, PG,925000
6409,Kevin Seraphin,IND,27.0,208.28,126.098576,49,4.7,2.9,0.5,-9.9,0.079,0.2019999999999999,0.1889999999999999,0.5589999999999999,0.069,2017, C,1800000
6410,Kevin Love,CLE,28.0,208.28,113.851592,60,19.0,11.1,1.9,7.2,0.087,0.295,0.255,0.573,0.093,2017, PF,21165675
6411,Kevin Durant,GSW,28.0,205.74,108.86208,62,25.1,8.3,4.8,16.0,0.023,0.2319999999999999,0.276,0.6509999999999999,0.218,2017, SF,26540100
6412,Kentavious Caldwell-Pope,DET,24.0,195.58,92.98636,76,13.8,3.3,2.5,-4.0,0.022,0.087,0.191,0.519,0.111,2017, SG,3678319
6413,Kent Bazemore,ATL,27.0,195.58,91.171992,73,11.0,3.2,2.4,-2.3,0.026,0.1,0.204,0.504,0.14,2017, SG,15730338
6414,Kenneth Faried,DEN,27.0,203.2,103.418976,61,9.6,7.6,0.9,-3.1,0.157,0.243,0.181,0.588,0.064,2017, F,12078652
6415,Kemba Walker,CHA,27.0,185.42,83.46092800000001,79,23.2,3.9,5.5,3.6,0.018,0.107,0.291,0.569,0.282,2017, PG,12000000
6416,Kelly Oubre Jr.,WAS,21.0,200.66,92.98636,79,6.3,3.3,0.6,0.4,0.044,0.138,0.147,0.516,0.042,2017, SF,2006640
6417,Kelly Olynyk,BOS,26.0,213.36,107.954896,75,9.0,4.8,2.0,-0.4,0.053,0.207,0.188,0.603,0.159,2017, PF,3094014
6418,Kay Felder,CLE,22.0,175.26,79.83219199999998,42,4.0,1.0,1.4,-5.5,0.009,0.103,0.251,0.462,0.261,2017, G,543471
6419,Kawhi Leonard,SAS,26.0,200.66,104.32616,74,25.5,5.8,3.5,8.6,0.038,0.16,0.312,0.61,0.182,2017, SF,17638063
6420,Karl-Anthony Towns,MIN,21.0,213.36,110.676448,82,25.1,12.3,2.7,-0.9,0.114,0.2769999999999999,0.2739999999999999,0.618,0.127,2017, C,5960160
6421,Kevon Looney,GSW,21.0,205.74,99.79024,53,2.5,2.3,0.5,0.2,0.107,0.1889999999999999,0.133,0.5529999999999999,0.094,2017, PF,1182840
6422,KJ McDaniels,BKN,24.0,198.12,92.98636,49,4.2,1.7,0.3,-3.1,0.033,0.143,0.185,0.555,0.04,2017, F,3333333
6423,Justise Winslow,MIA,21.0,200.66,102.0582,18,10.9,5.2,3.7,-0.4,0.04,0.122,0.2,0.3989999999999999,0.153,2017, SF,2593440
6424,Justin Holiday,NYK,28.0,198.12,83.91452,82,7.7,2.7,1.2,-1.7,0.018,0.13,0.1689999999999999,0.5489999999999999,0.095,2017, SF,1015696
6425,Justin Harper,PHI,27.0,208.28,102.0582,3,4.0,1.7,0.7,-18.0,0.069,0.103,0.214,0.5,0.1,2017, PF,57672
6426,Justin Hamilton,BKN,27.0,213.36,115.66596,64,6.9,4.1,0.9,-11.3,0.062,0.172,0.162,0.55,0.074,2017, C,3000000
6427,Justin Anderson,PHI,23.0,198.12,103.418976,75,7.1,3.3,0.9,-6.6,0.06,0.173,0.206,0.537,0.089,2017, F,1514160
6428,Julius Randle,LAL,22.0,205.74,113.398,74,13.2,8.6,3.6,-10.2,0.074,0.254,0.215,0.5429999999999999,0.195,2017, PF,3267120
6429,Jrue Holiday,NOP,27.0,193.04,92.98636,67,15.4,3.9,7.3,0.9,0.022,0.103,0.235,0.532,0.355,2017, SG,11286518
6430,Josh Richardson,MIA,23.0,198.12,90.7184,53,10.2,3.2,2.6,1.2,0.023,0.095,0.168,0.493,0.128,2017, SG,874636
6431,Josh Huestis,OKC,25.0,200.66,104.32616,2,7.0,4.5,1.5,6.4,0.133,0.172,0.146,0.612,0.115,2017, F,1191480
6432,Jose Calderon,ATL,35.0,190.5,90.7184,41,3.4,1.8,2.1,-9.7,0.0279999999999999,0.126,0.144,0.506,0.251,2017, G,247991
6433,Otto Porter Jr.,WAS,24.0,203.2,89.811216,80,13.4,6.4,1.5,3.1,0.05,0.172,0.149,0.628,0.066,2017, SF,5893981
6434,Jusuf Nurkic,POR,22.0,213.36,127.00576,65,10.2,7.2,1.9,-2.1,0.124,0.236,0.235,0.528,0.142,2017, C,1921320
6435,Khris Middleton,MIL,25.0,203.2,106.140528,29,14.7,4.2,3.4,5.7,0.015,0.153,0.2319999999999999,0.57,0.175,2017, SF,15200000
6436,Klay Thompson,GSW,27.0,200.66,97.52228,78,22.3,3.7,2.1,14.7,0.022,0.091,0.262,0.5920000000000001,0.09,2017, SG,16663575
6437,Kosta Koufos,SAC,28.0,213.36,120.20188,71,6.6,5.7,0.7,-5.7,0.095,0.223,0.154,0.56,0.053,2017, C,8046500
6438,Malachi Richardson,SAC,21.0,198.12,92.98636,22,3.6,1.0,0.5,-4.2,0.018,0.106,0.196,0.517,0.092,2017, G,1439800
6439,Luol Deng,LAL,32.0,205.74,99.79024,56,7.6,5.3,1.3,-6.4,0.044,0.172,0.143,0.47,0.073,2017, F,18000000
6440,Luke Babbitt,MIA,28.0,205.74,102.0582,68,4.8,2.1,0.5,1.8,0.013,0.132,0.133,0.563,0.049,2017, F,1227286
6441,Luis Scola,BKN,37.0,205.74,109.315672,36,5.1,3.9,1.0,-8.0,0.114,0.213,0.185,0.55,0.124,2017, PF,5500000
6442,Lucas Nogueira,TOR,24.0,213.36,99.79024,57,4.4,4.3,0.7,9.8,0.084,0.158,0.095,0.682,0.053,2017, C,1921320
6443,Luc Mbah a Moute,LAC,30.0,203.2,104.32616,80,6.1,2.1,0.5,10.3,0.0289999999999999,0.075,0.1169999999999999,0.581,0.0289999999999999,2017, PF,2203000
6444,Lou Williams,HOU,30.0,185.42,79.3786,81,17.5,2.5,3.0,-0.4,0.0139999999999999,0.096,0.283,0.593,0.193,2017, SG,7000000
6445,Leandro Barbosa,PHX,34.0,190.5,87.996848,67,6.3,1.6,1.2,-1.8,0.018,0.106,0.207,0.509,0.128,2017, SG,4000000
6446,LeBron James,CLE,32.0,203.2,113.398,74,26.4,8.6,8.7,7.7,0.04,0.209,0.297,0.619,0.3879999999999999,2017, SF,30963450
6447,Lavoy Allen,IND,28.0,205.74,117.93392,61,2.9,3.6,0.9,-6.3,0.133,0.154,0.106,0.485,0.093,2017, F,4000000
6448,Larry Sanders,CLE,28.0,210.82,104.32616,5,0.8,0.8,0.0,-7.2,0.375,0.111,0.2239999999999999,0.41,0.0,2017, PF,207722
6449,Larry Nance Jr.,LAL,24.0,205.74,104.32616,63,7.1,5.9,1.5,-5.0,0.089,0.204,0.134,0.5670000000000001,0.096,2017, PF,1207680
6450,Langston Galloway,SAC,25.0,187.96,90.7184,74,7.9,2.1,1.3,-1.5,0.019,0.094,0.185,0.51,0.098,2017, SG,5200000
6451,Lance Thomas,NYK,29.0,203.2,106.59412,46,6.0,3.1,0.8,-9.7,0.035,0.123,0.132,0.516,0.053,2017, F,6191000
6452,Lance Stephenson,IND,26.0,195.58,104.32616,18,6.8,2.9,3.3,1.6,0.012,0.149,0.185,0.485,0.254,2017, G,4000000
6453,Lamar Patterson,ATL,25.0,195.58,102.0582,5,1.8,1.4,1.2,16.8,0.027,0.133,0.2339999999999999,0.276,0.25,2017, SG,246956
6454,LaMarcus Aldridge,SAS,31.0,210.82,117.93392,72,17.3,7.3,1.9,6.1,0.084,0.171,0.249,0.532,0.1,2017, PF,20575005
6455,Kyrie Irving,CLE,25.0,190.5,87.543256,72,25.2,3.2,5.8,5.1,0.023,0.075,0.302,0.58,0.278,2017, PG,17638063
6456,Kyle Wiltjer,HOU,24.0,208.28,108.86208,14,0.9,0.7,0.1,-35.9,0.095,0.154,0.187,0.437,0.069,2017, F,543471
6457,Kyle Singler,OKC,29.0,203.2,103.418976,32,2.8,1.5,0.3,0.8,0.022,0.123,0.113,0.486,0.034,2017, F,4837500
6458,Kyle O'Quinn,NYK,27.0,208.28,113.398,79,6.3,5.6,1.5,-6.8,0.138,0.25,0.186,0.552,0.149,2017, C,3918750
6459,Kyle Lowry,TOR,31.0,182.88,92.98636,60,22.4,4.8,7.0,8.2,0.024,0.121,0.249,0.623,0.293,2017, PG,12000000
6460,Kyle Korver,CLE,36.0,200.66,96.161504,67,10.1,2.8,1.6,-4.9,0.005,0.114,0.151,0.635,0.093,2017, SG,5239437
6461,Kyle Anderson,SAS,23.0,205.74,104.32616,72,3.4,2.9,1.3,10.5,0.038,0.187,0.122,0.525,0.126,2017, SF,1192080
6462,Kristaps Porzingis,NYK,21.0,220.98,108.86208,66,18.1,7.2,1.5,-3.1,0.0559999999999999,0.177,0.244,0.546,0.073,2017, PF,4317720
6463,Kris Humphries,ATL,32.0,205.74,106.59412,56,4.6,3.7,0.5,-4.4,0.095,0.245,0.18,0.514,0.07,2017, PF,4000000
6464,Kris Dunn,MIN,23.0,193.04,92.98636,78,3.8,2.1,2.4,-2.8,0.021,0.131,0.142,0.432,0.2,2017, PG,3872520
6465,Malcolm Delaney,ATL,28.0,190.5,86.18248,73,5.4,1.7,2.6,2.2,0.009,0.104,0.187,0.456,0.241,2017, G,2500000
6466,Wilson Chandler,DEN,30.0,203.2,102.0582,71,15.7,6.5,2.0,-1.7,0.052,0.178,0.221,0.545,0.0969999999999999,2017, SF,11233146
6467,Pat Connaughton,POR,24.0,195.58,95.25432,39,2.5,1.3,0.7,-5.2,0.036,0.144,0.132,0.645,0.1369999999999999,2017, SG,874636
6468,Tony Parker,SAS,35.0,187.96,83.91452,63,10.1,1.8,4.5,5.4,0.0069999999999999,0.072,0.207,0.514,0.276,2017, G,14445313
6469,Tony Allen,MEM,35.0,193.04,96.615096,71,9.1,5.5,1.4,1.2,0.095,0.139,0.181,0.493,0.083,2017, SG,5505618
6470,Toney Douglas,MEM,31.0,187.96,88.45044,24,4.9,2.5,2.3,-0.3,0.035,0.157,0.165,0.451,0.214,2017, PG,379159
6471,Tomas Satoransky,WAS,25.0,200.66,95.25432,57,2.7,1.5,1.6,2.3,0.0409999999999999,0.089,0.127,0.477,0.183,2017, SG,2870813
6472,Tobias Harris,DET,24.0,205.74,106.59412,82,16.1,5.1,1.7,-1.3,0.026,0.155,0.218,0.568,0.087,2017, SF,17200000
6473,Timothe Luwawu-Cabarrot,PHI,22.0,198.12,92.98636,69,6.4,2.2,1.1,-2.5,0.023,0.1119999999999999,0.177,0.536,0.093,2017, SG,1326960
6474,Timofey Mozgov,LAL,30.0,215.9,124.7378,54,7.4,4.9,0.8,-9.2,0.0969999999999999,0.16,0.17,0.5529999999999999,0.061,2017, C,16000000
6475,Tim Quarterman,POR,22.0,198.12,86.18248,16,1.9,0.9,0.7,0.0,0.053,0.119,0.236,0.511,0.2339999999999999,2017, G,543471
6476,Tim Hardaway Jr.,ATL,25.0,198.12,92.98636,79,14.5,2.8,2.3,3.1,0.019,0.094,0.223,0.568,0.1369999999999999,2017, SG,2281605
6477,Tim Frazier,NOP,26.0,185.42,77.11064,65,7.1,2.7,5.2,-3.0,0.023,0.0969999999999999,0.163,0.504,0.312,2017, PG,2090000
6478,Tiago Splitter,PHI,32.0,210.82,111.13004,8,4.9,2.8,0.5,-3.5,0.1,0.226,0.222,0.544,0.089,2017, C,8550000
6479,Thon Maker,MIL,20.0,215.9,101.151016,57,4.0,2.0,0.4,1.3,0.081,0.1669999999999999,0.187,0.5579999999999999,0.069,2017, C,2568600
6480,Tony Snell,MIL,25.0,200.66,98.429464,80,8.5,3.1,1.2,-1.2,0.011,0.111,0.122,0.603,0.0579999999999999,2017, SF,2368327
6481,Thomas Robinson,LAL,26.0,208.28,107.501304,48,5.0,4.6,0.6,-7.5,0.158,0.304,0.206,0.535,0.088,2017, F,980431
6482,Thabo Sefolosha,ATL,33.0,200.66,99.79024,62,7.2,4.4,1.7,-0.5,0.038,0.148,0.134,0.519,0.099,2017, SF,3850000
6483,Terry Rozier,BOS,23.0,187.96,86.18248,74,5.5,3.1,1.8,-0.2,0.034,0.162,0.172,0.466,0.1639999999999999,2017, PG,1906440
6484,Terrence Ross,ORL,26.0,200.66,88.45044,78,11.0,2.6,1.1,3.4,0.01,0.108,0.1889999999999999,0.55,0.066,2017, SG,10000000
6485,Terrence Jones,MIL,25.0,205.74,115.66596,54,10.8,5.7,1.1,-1.7,0.053,0.203,0.216,0.515,0.075,2017, PF,980431
6486,Taurean Prince,ATL,23.0,203.2,99.79024,59,5.7,2.7,0.9,-0.8,0.027,0.143,0.171,0.513,0.091,2017, PF,2318280
6487,Tarik Black,LAL,25.0,205.74,113.398,67,5.7,5.1,0.6,-1.9,0.138,0.2019999999999999,0.154,0.56,0.052,2017, C,6191000
6488,Taj Gibson,OKC,32.0,205.74,107.047712,78,10.8,6.2,0.9,0.3,0.084,0.181,0.19,0.5429999999999999,0.057,2017, C,8950000
6489,T.J. McConnell,PHI,25.0,187.96,90.7184,81,6.9,3.1,6.6,-6.2,0.02,0.109,0.144,0.504,0.374,2017, PG,874636
6490,Steven Adams,OKC,23.0,213.36,115.66596,80,11.3,7.7,1.1,2.8,0.128,0.151,0.16,0.589,0.054,2017, C,3140517
6491,Steve Novak,MIL,34.0,208.28,102.0582,8,0.6,0.4,0.0,-1.6,0.0,0.143,0.1689999999999999,0.357,0.0,2017, SF,980431
6492,Stephen Zimmerman,ORL,20.0,213.36,108.86208,19,1.2,1.8,0.2,-18.1,0.093,0.273,0.149,0.346,0.0559999999999999,2017, C,950000
6493,Thaddeus Young,IND,29.0,203.2,100.243832,74,11.0,6.1,1.6,2.5,0.067,0.152,0.165,0.562,0.0819999999999999,2017, PF,14153652
6494,Treveon Graham,CHA,23.0,198.12,102.511792,27,2.1,0.8,0.2,-11.6,0.0289999999999999,0.098,0.121,0.612,0.0579999999999999,2017, SG,543471
6495,Trevor Ariza,HOU,32.0,203.2,97.52228,80,11.7,5.7,2.2,5.7,0.021,0.162,0.141,0.5479999999999999,0.088,2017, SF,7806971
6496,Trevor Booker,BKN,29.0,203.2,103.418976,71,10.0,8.0,1.9,-7.9,0.089,0.251,0.188,0.5539999999999999,0.131,2017, F,9250000
6497,Zach LaVine,MIN,22.0,195.58,83.91452,47,18.9,3.4,3.0,-3.6,0.012,0.098,0.218,0.5760000000000001,0.128,2017, PG,2240880
6498,Jordan Mickey,BOS,22.0,203.2,106.59412,25,1.5,1.4,0.3,-17.1,0.099,0.2019999999999999,0.157,0.473,0.084,2017, F,1223653
6499,Yogi Ferrell,DAL,24.0,182.88,81.64656,46,10.0,2.4,3.7,-4.1,0.018,0.091,0.196,0.5329999999999999,0.2319999999999999,2017, PG,207798
6500,Willie Reed,MIA,27.0,210.82,111.13004,71,5.3,4.7,0.4,2.6,0.135,0.223,0.153,0.578,0.04,2017, C,1015696
6501,Willie Cauley-Stein,SAC,23.0,213.36,108.86208,75,8.1,4.5,1.1,-6.3,0.069,0.2,0.1989999999999999,0.5579999999999999,0.093,2017, C,3551160
6502,Will Barton,DEN,26.0,198.12,79.3786,60,13.7,4.3,3.4,-2.9,0.037,0.132,0.211,0.547,0.185,2017, SF,3533333
6503,Wesley Matthews,DAL,30.0,195.58,99.79024,73,13.5,3.5,2.9,-3.5,0.008,0.1169999999999999,0.196,0.5329999999999999,0.138,2017, SG,17145838
6504,Wesley Johnson,LAC,29.0,200.66,97.52228,68,2.7,2.7,0.3,-2.9,0.035,0.209,0.126,0.4479999999999999,0.042,2017, F,5628000
6505,Wayne Selden,MEM,22.0,195.58,104.32616,14,5.1,1.1,0.9,-7.4,0.005,0.066,0.162,0.525,0.09,2017, G,83119
6506,Wayne Ellington,MIA,29.0,193.04,90.7184,62,10.5,2.1,1.1,2.7,0.013,0.087,0.179,0.565,0.07,2017, SG,6000000
6507,Wade Baldwin IV,MEM,21.0,193.04,91.625584,33,3.2,1.4,1.8,-16.9,0.0289999999999999,0.0969999999999999,0.191,0.4039999999999999,0.262,2017, G,1793760
6508,Vince Carter,MEM,40.0,198.12,99.79024,73,8.0,3.1,1.8,3.6,0.023,0.128,0.149,0.542,0.1119999999999999,2017, G,4264057
6509,Victor Oladipo,OKC,25.0,193.04,95.25432,67,15.9,4.3,2.6,2.5,0.019,0.123,0.213,0.534,0.122,2017, SG,6552961
6510,Udonis Haslem,MIA,37.0,203.2,106.59412,16,1.9,2.3,0.4,-23.8,0.063,0.255,0.131,0.524,0.094,2017, PF,4000000
6511,Tyus Jones,MIN,21.0,187.96,88.45044,60,3.5,1.1,2.6,2.5,0.015,0.089,0.135,0.523,0.276,2017, PG,1339680
6512,Tyson Chandler,PHX,34.0,215.9,108.86208,47,8.4,11.5,0.6,-2.9,0.127,0.3389999999999999,0.113,0.703,0.033,2017, C,12415000
6513,Tyreke Evans,SAC,27.0,198.12,99.79024,40,10.3,3.4,3.1,-8.6,0.017,0.178,0.27,0.501,0.281,2017, G,10203755
6514,Tyler Zeller,BOS,27.0,213.36,114.758776,51,3.5,2.4,0.8,0.2,0.088,0.1669999999999999,0.1639999999999999,0.508,0.125,2017, C,8000000
6515,Tyler Ulis,PHX,21.0,177.8,68.0388,61,7.3,1.6,3.7,-6.5,0.018,0.073,0.2019999999999999,0.474,0.297,2017, G,918369
6516,Tyler Johnson,MIA,25.0,193.04,84.368112,73,13.7,4.0,3.2,0.5,0.025,0.125,0.207,0.535,0.17,2017, SG,5628000
6517,Tyler Ennis,LAL,22.0,190.5,87.996848,53,4.3,0.8,1.6,-0.2,0.017,0.072,0.1939999999999999,0.521,0.211,2017, G,1733880
6518,Ty Lawson,SAC,29.0,180.34,88.45044,69,9.9,2.6,4.8,-4.2,0.0289999999999999,0.087,0.193,0.551,0.3,2017, G,980431
6519,Troy Williams,HOU,22.0,200.66,95.25432,30,6.2,2.3,0.8,-5.4,0.0289999999999999,0.107,0.171,0.511,0.072,2017, F,76725
6520,Troy Daniels,MEM,25.0,193.04,92.98636,67,8.2,1.5,0.7,0.3,0.02,0.077,0.21,0.531,0.065,2017, SG,3332940
6521,Tristan Thompson,CLE,26.0,205.74,107.954896,78,8.1,9.2,1.0,2.9,0.135,0.196,0.1119999999999999,0.594,0.046,2017, C,15330435
6522,Trey Lyles,UTA,21.0,208.28,106.140528,71,6.2,3.3,1.0,0.9,0.047,0.178,0.214,0.4639999999999999,0.098,2017, C,2340600
6523,Trey Burke,WAS,24.0,185.42,86.636072,57,5.0,0.8,1.8,-9.2,0.012,0.065,0.205,0.532,0.23,2017, PG,3386598
6524,Stephen Curry,GSW,29.0,190.5,86.18248,79,25.3,4.5,6.6,17.2,0.027,0.113,0.292,0.624,0.287,2017, PG,12112359
6525,Pascal Siakam,TOR,23.0,205.74,104.32616,55,4.2,3.4,0.3,0.0,0.083,0.168,0.131,0.523,0.0279999999999999,2017, PF,1196040
6526,Stanley Johnson,DET,21.0,200.66,111.13004,77,4.4,2.5,1.4,0.2,0.0289999999999999,0.129,0.148,0.436,0.106,2017, SF,2969880
6527,Spencer Dinwiddie,BKN,24.0,198.12,90.7184,59,7.3,2.8,3.1,-4.9,0.022,0.109,0.144,0.581,0.21,2017, PG,726672
6528,Richaun Holmes,PHI,23.0,208.28,111.13004,57,9.8,5.5,1.0,-7.6,0.087,0.198,0.188,0.611,0.081,2017, C,1025831
6529,Richard Jefferson,CLE,37.0,200.66,105.68693600000002,79,5.7,2.6,1.0,3.4,0.02,0.115,0.123,0.574,0.068,2017, F,2500000
6530,Reggie Williams,NOP,30.0,201.0,86.0,6,4.5,1.0,0.7,-20.2,0.022,0.062,0.132,0.518,0.087,2017, SF,895197
6531,Reggie Jackson,DET,27.0,190.5,94.347136,52,14.5,2.2,5.2,-8.8,0.015,0.077,0.264,0.51,0.306,2017, PG,14956522
6532,Reggie Bullock,DET,26.0,200.66,92.98636,31,4.5,2.1,0.9,5.0,0.0289999999999999,0.119,0.131,0.5379999999999999,0.086,2017, SF,2255644
6533,Raymond Felton,LAC,33.0,185.42,92.98636,80,6.7,2.7,2.4,-4.1,0.021,0.118,0.166,0.496,0.172,2017, G,980431
6534,Raul Neto,UTA,25.0,185.42,81.19296800000001,40,2.5,0.8,0.9,13.9,0.0139999999999999,0.084,0.147,0.527,0.14,2017, PG,937800
6535,Rashad Vaughn,MIL,20.0,198.12,91.625584,41,3.5,1.2,0.6,-7.6,0.01,0.1119999999999999,0.173,0.449,0.085,2017, G,1811040
6536,Randy Foye,BKN,33.0,193.04,98.883056,69,5.2,2.2,2.0,-7.0,0.0069999999999999,0.124,0.145,0.506,0.153,2017, SG,2500000
6537,Ramon Sessions,CHA,31.0,190.5,86.18248,50,6.2,1.5,2.6,-4.8,0.015,0.078,0.1969999999999999,0.495,0.24,2017, G,6000000
