,player_name,team_abbreviation,age,player_height,player_weight,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,position,salary
2195,Eddie House,NJN,29.0,185.42,79.3786,56,8.4,1.6,1.2,-4.5,0.016,0.1009999999999999,0.222,0.536,0.127,2007, SG,1400000
2196,Eddie Griffin,MIN,25.0,205.74,100.697424,13,1.4,1.9,0.3,-42.8,0.08,0.228,0.168,0.308,0.083,2007, PF,2700000
2197,Earl Watson,SEA,28.0,185.42,88.45044,77,9.4,2.4,5.7,-3.8,0.019,0.085,0.193,0.483,0.318,2007, PG,5400000
2198,Earl Boykins,MIL,31.0,165.1,60.327736,66,14.6,2.1,4.4,-5.9,0.026,0.05,0.213,0.5479999999999999,0.241,2007, PG,2950000
2199,Earl Barron,MIA,25.0,213.36,111.13004,28,2.3,1.5,0.2,-6.3,0.1119999999999999,0.143,0.238,0.357,0.045,2007, C,744551
2200,Dwyane Wade,MIA,25.0,193.04,96.161504,51,27.4,4.7,7.5,4.3,0.033,0.109,0.3389999999999999,0.583,0.3779999999999999,2007, G,3841443
2201,Dwight Howard,ORL,21.0,210.82,120.20188,82,17.6,12.3,1.9,0.7,0.12,0.288,0.226,0.619,0.092,2007, C,4806720
2202,Eddie Jones,MIA,35.0,198.12,90.7184,64,7.7,3.0,1.7,-1.1,0.023,0.1159999999999999,0.149,0.542,0.111,2007, SG,337238
2203,Drew Gooden,CLE,25.0,208.28,113.398,80,11.1,8.5,1.1,0.6,0.134,0.225,0.203,0.508,0.067,2007, PF,6645402
2204,Etan Thomas,WAS,29.0,208.28,117.93392,65,6.1,5.8,0.4,-2.2,0.127,0.237,0.147,0.585,0.036,2007, C,5883600
2205,Ira Newble,CLE,32.0,200.66,99.79024,15,3.1,2.0,0.1,3.7,0.115,0.145,0.159,0.556,0.026,2007, SF,3196050
2206,Ime Udoka,POR,29.0,195.58,99.79024,75,8.4,3.7,1.5,-3.6,0.054,0.111,0.1369999999999999,0.569,0.085,2007, F,744551
2207,Ike Diogu,IND,23.0,203.2,115.66596,59,6.2,3.4,0.4,-2.6,0.111,0.186,0.231,0.5589999999999999,0.061,2007, PF,2137200
2208,Hilton Armstrong,NOK,22.0,210.82,106.59412,56,3.1,2.7,0.2,-1.1,0.106,0.166,0.141,0.57,0.027,2007, PF,1767600
2209,Hedo Turkoglu,ORL,28.0,208.28,99.79024,73,13.3,4.0,3.2,2.7,0.032,0.125,0.216,0.528,0.171,2007, SF,5883600
2210,Hassan Adams,NJN,23.0,193.04,99.79024,61,2.9,1.3,0.2,2.6,0.089,0.095,0.1639999999999999,0.5770000000000001,0.043,2007, SF,412718
2211,Hakim Warrick,MEM,24.0,205.74,99.336648,82,12.7,5.1,0.9,-9.0,0.072,0.163,0.221,0.5920000000000001,0.064,2007, PF,1286280
2212,Fabricio Oberto,SAS,32.0,208.28,111.13004,79,4.4,4.7,0.9,8.0,0.122,0.208,0.129,0.575,0.075,2007, C,2500000
2213,Greg Buckner,DAL,30.0,193.04,95.25432,76,4.0,2.1,0.9,2.2,0.032,0.105,0.12,0.486,0.0819999999999999,2007, SG,3240741
2214,Gordan Giricek,UTA,30.0,198.12,100.697424,61,7.8,2.1,1.0,5.7,0.026,0.1119999999999999,0.186,0.5660000000000001,0.09,2007, SG,4000000
2215,Gilbert Arenas,WAS,25.0,193.04,97.52228,74,28.4,4.6,6.0,1.6,0.023,0.109,0.307,0.565,0.257,2007, PG,11096800
2216,Gerald Wallace,CHA,24.0,200.66,97.52228,72,18.1,7.2,2.6,-4.6,0.061,0.176,0.225,0.568,0.123,2007, SF,5525000
2217,Gerald Green,BOS,21.0,203.2,90.7184,81,10.4,2.6,1.0,-8.2,0.043,0.1009999999999999,0.2339999999999999,0.521,0.089,2007, SG,1347000
2218,Gary Payton,MIA,38.0,193.04,86.18248,68,5.3,1.9,3.0,-4.7,0.0139999999999999,0.088,0.147,0.4579999999999999,0.217,2007, PG,744551
2219,Fred Jones,POR,28.0,187.96,99.79024,63,6.5,1.8,1.7,-8.2,0.02,0.084,0.168,0.501,0.134,2007, SG,3100000
2220,Francisco Garcia,SAC,25.0,200.66,88.45044,79,6.0,2.6,1.1,-0.3,0.043,0.125,0.158,0.551,0.1009999999999999,2007, SG,1092600
2221,Francisco Elson,SAS,31.0,213.36,106.59412,70,5.0,4.8,0.8,7.0,0.079,0.223,0.146,0.552,0.063,2007, C,3000000
2222,Grant Hill,ORL,34.0,203.2,102.0582,65,14.4,3.6,2.1,-1.4,0.033,0.11,0.218,0.5820000000000001,0.125,2007, SF,16901500
2223,Doug Christie,LAC,37.0,198.12,92.98636,7,1.9,1.6,1.1,-18.6,0.0409999999999999,0.119,0.134,0.355,0.182,2007, SG,8125000
2224,Dorell Wright,MIA,21.0,203.2,92.98636,66,6.0,4.1,1.4,-4.3,0.038,0.213,0.171,0.489,0.126,2007, SF,1325160
2225,Donyell Marshall,CLE,34.0,205.74,104.32616,81,7.0,4.0,0.6,3.0,0.072,0.201,0.193,0.536,0.0579999999999999,2007, PF,5633037
2226,Von Wafer,LAC,21.0,195.58,95.25432,1,0.0,0.0,0.0,26.6,0.0,0.0,0.275,0.0,0.0,2007, SG,23443
2227,Aaron McKie,LAL,34.0,195.58,94.800728,10,2.2,1.8,1.3,-4.0,0.009,0.155,0.089,0.647,0.165,2007, SG,2500000
2228,Aaron Williams,LAC,35.0,205.74,106.59412,38,2.0,2.2,0.2,-2.4,0.09,0.187,0.1009999999999999,0.606,0.03,2007, C,1750000
2229,Adam Morrison,CHA,22.0,203.2,92.98636,78,11.8,2.9,2.1,-7.0,0.026,0.092,0.22,0.45,0.121,2007, SF,3616680
2230,Adonal Foyle,GSW,32.0,208.28,122.46984,48,2.2,2.6,0.4,-3.2,0.1159999999999999,0.1689999999999999,0.106,0.557,0.054,2007, C,8125000
2231,Adrian Griffin,CHI,32.0,195.58,104.32616,54,2.5,2.0,1.1,7.4,0.089,0.14,0.135,0.499,0.154,2007, SG,1475000
2232,Al Harrington,GSW,27.0,205.74,111.13004,78,16.5,6.4,1.9,-0.8,0.064,0.157,0.2289999999999999,0.54,0.0969999999999999,2007, PF,7625000
2233,Al Jefferson,BOS,22.0,208.28,116.119552,69,16.0,11.0,1.3,-4.2,0.123,0.267,0.228,0.547,0.071,2007, C,1618320
2234,Zydrunas Ilgauskas,CLE,32.0,220.98,117.93392,78,11.9,7.7,1.6,4.6,0.128,0.204,0.218,0.527,0.099,2007, C,9442697
2235,Alan Anderson,CHA,24.0,198.12,99.79024,17,5.8,1.9,1.2,-3.3,0.052,0.107,0.2019999999999999,0.5379999999999999,0.144,2007, SG,128935
2236,Alexander Johnson,MEM,24.0,205.74,108.86208,59,4.4,3.1,0.3,-1.9,0.086,0.216,0.161,0.588,0.033,2007, SF,412718
2237,Allan Ray,BOS,23.0,187.96,86.18248,47,6.2,1.5,0.9,-3.2,0.0279999999999999,0.096,0.2019999999999999,0.512,0.105,2007, G,412718
2238,Allen Iverson,DEN,32.0,182.88,74.84268,65,26.3,3.0,7.2,0.6,0.009,0.069,0.291,0.54,0.302,2007, SG,17184375
2239,Alonzo Mourning,MIA,37.0,208.28,118.38751200000002,77,8.6,4.5,0.2,-0.7,0.1009999999999999,0.154,0.208,0.59,0.02,2007, C,2500000
2240,Amar'e Stoudemire,PHX,24.0,208.28,111.13004,82,20.4,9.6,1.0,7.8,0.103,0.228,0.256,0.637,0.049,2007, C,12455000
2241,Amir Johnson,DET,20.0,205.74,95.25432,8,5.9,4.6,0.4,-0.3,0.152,0.1669999999999999,0.176,0.6,0.039,2007, F,664209
2242,Anderson Varejao,CLE,24.0,208.28,108.86208,81,6.8,6.7,0.9,6.8,0.113,0.218,0.1369999999999999,0.527,0.06,2007, C,945600
2243,Alan Henderson,PHI,34.0,205.74,108.86208,38,3.1,2.8,0.3,-1.3,0.133,0.172,0.109,0.679,0.036,2007, PF,70075
2244,Zaza Pachulia,ATL,23.0,210.82,127.00576,72,12.2,6.9,1.5,-3.2,0.118,0.184,0.215,0.562,0.092,2007, C,4000000
2245,Zach Randolph,POR,25.0,205.74,97.52228,68,23.6,10.1,2.2,-4.9,0.1009999999999999,0.257,0.33,0.537,0.126,2007, F,12000000
2246,Yaroslav Korolev,LAC,20.0,205.74,92.079176,10,1.2,0.3,0.4,-24.4,0.02,0.083,0.218,0.322,0.19,2007, SF,1470000
2247,Donell Taylor,WAS,24.0,195.58,87.543256,47,2.7,1.1,1.0,-11.6,0.038,0.126,0.216,0.422,0.236,2007, PG,664209
2248,Dirk Nowitzki,DAL,29.0,213.36,111.13004,78,24.6,8.9,3.4,11.1,0.054,0.238,0.289,0.605,0.1689999999999999,2007, F,15101622
2249,Dikembe Mutombo,HOU,41.0,218.44,117.93392,75,3.1,6.5,0.2,5.8,0.143,0.282,0.084,0.601,0.016,2007, C,2210000
2250,Devin Harris,DAL,24.0,190.5,83.91452,80,10.2,2.5,3.7,14.1,0.0279999999999999,0.083,0.192,0.574,0.22,2007, G,3153120
2251,Devin Brown,NOK,28.0,195.58,99.79024,58,11.6,4.3,2.6,-0.8,0.038,0.138,0.196,0.5379999999999999,0.143,2007, SG,516806
2252,Devean George,DAL,29.0,203.2,106.59412,60,6.4,3.6,0.6,3.8,0.053,0.148,0.161,0.487,0.043,2007, SF,1974259
2253,Desmond Mason,NOK,29.0,195.58,100.697424,75,13.7,4.6,1.5,-2.7,0.054,0.102,0.217,0.493,0.076,2007, SF,8037036
2254,Deron Williams,UTA,23.0,190.5,92.98636,80,16.2,3.3,9.3,1.6,0.017,0.091,0.222,0.535,0.4039999999999999,2007, PG,3749040
2255,Derek Fisher,UTA,32.0,185.42,95.707912,82,10.1,1.8,3.3,2.5,0.016,0.063,0.183,0.51,0.183,2007, PG,5883600
2256,Derek Anderson,CHA,32.0,195.58,88.45044,50,8.0,2.3,2.7,0.4,0.0289999999999999,0.087,0.153,0.586,0.174,2007, SG,617539
2257,Wayne Simien,MIA,24.0,205.74,113.398,8,2.9,1.4,0.5,-14.3,0.057,0.091,0.146,0.441,0.0819999999999999,2007, PF,932760
2258,Will Blalock,DET,23.0,182.88,92.98636,14,1.8,1.1,1.2,-6.7,0.038,0.066,0.12,0.3829999999999999,0.193,2007, SG,412718
2259,Will Conroy,LAC,24.0,187.96,88.45044,7,0.0,1.0,1.3,-10.8,0.065,0.085,0.061,0.0,0.3,2007, PG,55839
2260,Willie Green,PHI,25.0,190.5,91.171992,74,11.3,2.1,1.5,-6.3,0.027,0.076,0.255,0.4579999999999999,0.111,2007, SG,2800000
2261,Yakhouba Diawara,DEN,24.0,200.66,102.0582,64,4.4,1.7,0.9,2.1,0.025,0.077,0.127,0.45,0.068,2007, SG,412718
2262,Yao Ming,HOU,26.0,228.6,140.61352,48,25.0,9.4,2.0,9.3,0.076,0.238,0.331,0.601,0.115,2007, C,12455000
2263,J.J. Barea,DAL,23.0,182.88,79.3786,33,2.4,0.8,0.7,-5.7,0.0409999999999999,0.115,0.25,0.44,0.24,2007, PG,412718
2264,Linton Johnson,NOK,27.0,203.2,92.98636,54,4.2,3.0,0.3,1.7,0.083,0.184,0.149,0.5479999999999999,0.0409999999999999,2007, PF,771331
2265,JJ Redick,ORL,23.0,193.04,86.18248,42,6.0,1.2,0.9,-2.0,0.02,0.081,0.18,0.569,0.1,2007, SG,1860720
2266,Jackie Butler,SAS,22.0,208.28,117.93392,11,3.7,2.0,0.5,-15.9,0.071,0.186,0.2339999999999999,0.52,0.088,2007, C,2200000
2267,Kenny Thomas,SAC,29.0,200.66,111.13004,62,5.3,6.1,1.2,-5.8,0.108,0.216,0.136,0.492,0.085,2007, PF,7187500
2268,Kendrick Perkins,BOS,22.0,208.28,127.00576,72,4.5,5.2,1.3,-4.0,0.083,0.195,0.124,0.518,0.095,2007, C,1689410
2269,Kelvin Cato,NYK,32.0,210.82,124.7378,18,1.2,1.7,0.0,-3.4,0.121,0.209,0.159,0.4029999999999999,0.0,2007, C,744551
2270,Kelenna Azubuike,GSW,23.0,195.58,99.79024,41,7.1,2.3,0.7,-9.9,0.04,0.11,0.187,0.5720000000000001,0.068,2007, SF,259770
2271,Keith McLeod,IND,27.0,187.96,86.18248,48,4.8,0.9,1.9,-2.2,0.006,0.063,0.163,0.52,0.184,2007, PG,1350000
2272,Keith Bogans,ORL,27.0,195.58,97.52228,59,5.1,1.6,1.0,2.6,0.021,0.095,0.151,0.546,0.094,2007, SG,2510000
2273,Juwan Howard,HOU,34.0,205.74,113.398,80,9.7,5.9,1.6,3.0,0.077,0.184,0.191,0.517,0.105,2007, PF,6392100
2274,Justin Williams,SAC,23.0,208.28,104.32616,26,5.0,4.4,0.1,-7.6,0.171,0.2289999999999999,0.174,0.5660000000000001,0.01,2007, PF,252486
2275,Kenyon Martin,DEN,29.0,205.74,108.86208,2,9.5,10.0,0.5,-4.4,0.098,0.246,0.173,0.446,0.023,2007, PF,12068182
2276,Justin Reed,MIN,25.0,203.2,108.86208,41,2.6,1.1,0.4,-13.1,0.053,0.1169999999999999,0.1939999999999999,0.441,0.085,2007, SF,1529873
2277,Jumaine Jones,PHX,28.0,203.2,104.32616,18,2.2,1.3,0.1,-5.8,0.045,0.153,0.195,0.386,0.011,2007, SF,744551
2278,Julius Hodge,MIL,23.0,200.66,99.79024,9,1.7,0.9,1.3,-2.3,0.031,0.09,0.114,0.545,0.293,2007, SG,1234800
2279,Juan Dixon,TOR,28.0,190.5,74.389088,81,9.6,2.0,1.5,-3.0,0.017,0.085,0.204,0.516,0.1119999999999999,2007, SG,2550000
2280,Josh Smith,ATL,21.0,205.74,106.59412,72,16.4,8.6,3.3,-4.2,0.073,0.206,0.239,0.506,0.157,2007, PF,1460640
2281,Josh Powell,GSW,24.0,205.74,102.0582,37,3.1,2.4,0.6,-16.7,0.072,0.1889999999999999,0.168,0.52,0.1,2007, PF,744551
2282,Josh Howard,DAL,27.0,200.66,95.25432,70,18.9,6.8,1.8,9.7,0.065,0.1689999999999999,0.251,0.5479999999999999,0.088,2007, SF,1667603
2283,Josh Childress,ATL,24.0,203.2,95.25432,55,13.0,6.2,2.3,-2.2,0.072,0.128,0.157,0.586,0.108,2007, F,2863920
2284,Josh Boone,NJN,22.0,208.28,111.13004,61,4.2,2.9,0.2,4.0,0.111,0.185,0.174,0.5870000000000001,0.027,2007, PF,1053960
2285,Junior Harrington,MEM,26.0,193.04,86.18248,29,5.2,2.3,3.1,-2.5,0.0279999999999999,0.124,0.173,0.483,0.246,2007, PG,302200
2286,Kevin Garnett,MIN,31.0,210.82,114.758776,76,22.4,12.8,4.1,-0.5,0.077,0.308,0.276,0.546,0.19,2007, PF,21000000
2287,Kevin Martin,SAC,24.0,200.66,83.91452,80,20.2,4.3,2.2,-3.0,0.0279999999999999,0.119,0.23,0.614,0.108,2007, SG,1002840
2288,Kevin Ollie,PHI,34.0,190.5,88.45044,53,3.8,1.4,2.5,-8.3,0.011,0.088,0.133,0.481,0.2289999999999999,2007, PG,3196050
2289,Linas Kleiza,DEN,22.0,203.2,111.13004,79,7.6,3.4,0.6,2.1,0.0579999999999999,0.145,0.175,0.561,0.047,2007, SF,845360
2290,Leon Powe,BOS,23.0,203.2,108.86208,63,4.2,3.4,0.2,-3.6,0.152,0.22,0.178,0.5489999999999999,0.026,2007, PF,432000
2291,Leandro Barbosa,PHX,24.0,190.5,85.275296,80,18.1,2.7,4.0,9.7,0.01,0.084,0.2339999999999999,0.595,0.188,2007, SG,1679733
2292,LeBron James,CLE,22.0,203.2,108.86208,78,27.3,6.7,6.0,5.4,0.0289999999999999,0.166,0.309,0.552,0.281,2007, SF,5828089
2293,Lawrence Roberts,MEM,24.0,205.74,108.86208,54,5.2,4.8,0.6,-2.8,0.118,0.204,0.139,0.5329999999999999,0.048,2007, PF,664209
2294,Larry Hughes,CLE,28.0,195.58,83.46092800000001,70,14.9,3.8,3.7,4.3,0.018,0.104,0.216,0.48,0.162,2007, SG,13363012
2295,Lamar Odom,LAL,27.0,208.28,104.32616,56,15.9,9.8,4.8,1.1,0.055,0.2319999999999999,0.196,0.552,0.193,2007, PF,12348596
2296,LaMarcus Aldridge,POR,21.0,210.82,111.13004,63,9.0,5.0,0.4,-2.7,0.125,0.157,0.191,0.5329999999999999,0.03,2007, PF,4027320
2297,Kyle Lowry,MEM,21.0,182.88,79.3786,10,5.6,3.1,3.2,18.0,0.079,0.143,0.161,0.556,0.2689999999999999,2007, PG,1011720
2298,Kyle Korver,PHI,26.0,200.66,95.25432,74,14.4,3.5,1.4,-4.3,0.016,0.12,0.212,0.569,0.083,2007, SG,4018182
2299,Kwame Brown,LAL,25.0,210.82,122.46984,41,8.4,6.0,1.8,2.1,0.092,0.179,0.152,0.573,0.0969999999999999,2007, C,8287500
2300,Kurt Thomas,PHX,34.0,205.74,106.59412,67,4.6,5.7,0.4,11.5,0.088,0.276,0.123,0.531,0.026,2007, PF,7821482
2301,Kris Humphries,TOR,22.0,205.74,106.59412,60,3.8,3.1,0.3,-2.0,0.129,0.1969999999999999,0.172,0.516,0.043,2007, PF,1703520
2302,Kobe Bryant,LAL,28.0,198.12,99.79024,77,31.6,5.7,5.4,0.6,0.0279999999999999,0.132,0.3329999999999999,0.58,0.249,2007, SF,17718750
2303,Kirk Snyder,HOU,24.0,198.12,102.0582,39,4.9,2.1,1.0,-1.0,0.035,0.1369999999999999,0.175,0.536,0.125,2007, SG,1537440
2304,Kirk Hinrich,CHI,26.0,190.5,86.18248,80,16.6,3.4,6.3,6.0,0.013,0.095,0.216,0.5589999999999999,0.291,2007, SG,3192628
2305,Keyon Dooling,ORL,27.0,190.5,88.45044,66,7.9,1.3,1.7,0.1,0.019,0.0559999999999999,0.19,0.501,0.135,2007, PG,3348000
2306,Jose Calderon,TOR,25.0,190.5,95.25432,77,8.7,1.7,5.0,2.6,0.015,0.088,0.195,0.588,0.397,2007, G,2333334
2307,JR Smith,DEN,21.0,198.12,99.79024,63,13.0,2.3,1.4,3.1,0.023,0.084,0.2269999999999999,0.585,0.098,2007, SG,1387560
2308,Jorge Garbajosa,TOR,29.0,205.74,111.13004,67,8.5,4.9,1.9,3.5,0.03,0.175,0.155,0.503,0.099,2007, PF,3750000
2309,John Salmons,SAC,27.0,198.12,93.893544,79,8.5,3.3,3.2,-3.5,0.026,0.121,0.155,0.5529999999999999,0.196,2007, SF,4400000
2310,Jarrett Jack,POR,23.0,190.5,89.357624,79,12.0,2.6,5.3,-7.0,0.008,0.09,0.181,0.5710000000000001,0.265,2007, G,1137960
2311,Jared Reiner,MIL,25.0,210.82,115.66596,27,1.2,2.6,0.5,-12.8,0.099,0.248,0.113,0.348,0.076,2007, C,302200
2312,Jared Jeffries,NYK,25.0,210.82,108.86208,55,4.1,4.3,1.2,-5.3,0.107,0.12,0.105,0.473,0.08,2007, PF,5215000
2313,Jannero Pargo,NOK,27.0,185.42,79.3786,82,9.2,2.2,2.5,-3.2,0.013,0.108,0.237,0.504,0.218,2007, PG,1000000
2314,James White,SAS,24.0,200.66,90.7184,6,8.3,3.3,0.8,-5.8,0.025,0.148,0.183,0.525,0.065,2007, SG,405435
2315,James Singleton,LAC,25.0,203.2,104.32616,53,1.6,2.0,0.3,-0.2,0.106,0.2189999999999999,0.135,0.449,0.075,2007, F,675000
2316,James Posey,MIA,30.0,203.2,98.429464,71,7.7,5.0,1.3,0.5,0.04,0.181,0.129,0.579,0.078,2007, SF,6392100
2317,James Lang,WAS,23.0,208.28,138.34556,11,1.0,1.0,0.2,-0.3,0.104,0.109,0.115,0.491,0.054,2007, C,744551
2318,James Jones,PHX,26.0,203.2,99.79024,76,6.4,2.3,0.6,7.5,0.0279999999999999,0.1169999999999999,0.1669999999999999,0.51,0.048,2007, SG,2650000
2319,James Augustine,ORL,23.0,208.28,106.59412,2,1.0,1.5,1.0,-18.6,0.25,0.286,0.2019999999999999,0.3329999999999999,0.3329999999999999,2007, PF,412718
2320,Jameer Nelson,ORL,25.0,182.88,86.18248,77,13.0,3.1,4.3,-1.0,0.027,0.095,0.2269999999999999,0.514,0.242,2007, G,1272120
2321,Jamal Sampson,DEN,24.0,210.82,106.59412,22,1.1,2.2,0.2,-2.0,0.136,0.289,0.109,0.595,0.0579999999999999,2007, C,774551
2322,Jamal Crawford,NYK,27.0,195.58,86.18248,59,17.6,3.2,4.4,-4.1,0.024,0.076,0.238,0.517,0.203,2007, SG,7200000
2323,Jamaal Tinsley,IND,29.0,190.5,83.91452,72,12.8,3.3,6.9,-2.8,0.0289999999999999,0.094,0.236,0.465,0.379,2007, PG,5850000
2324,Jamaal Magloire,POR,29.0,210.82,120.20188,81,6.5,6.1,0.4,-7.8,0.111,0.257,0.177,0.527,0.03,2007, C,8433334
2325,Jalen Rose,PHX,34.0,203.2,97.52228,29,3.7,0.8,0.6,-7.2,0.0139999999999999,0.096,0.187,0.5920000000000001,0.119,2007, SG,1540000
2326,Jake Voskuhl,CHA,29.0,210.82,115.66596,73,4.4,3.5,0.6,-6.1,0.095,0.216,0.157,0.523,0.067,2007, C,2000000
2327,Jake Tsakalidis,HOU,28.0,218.44,131.54168,36,2.3,2.9,0.1,-1.5,0.122,0.192,0.1369999999999999,0.471,0.022,2007, C,2900000
2328,Jacque Vaughn,SAS,32.0,185.42,86.18248,64,3.0,1.1,2.0,13.4,0.013,0.087,0.151,0.491,0.27,2007, PG,744551
2329,Jarron Collins,UTA,28.0,210.82,112.490816,82,2.5,2.1,0.7,2.9,0.093,0.148,0.119,0.494,0.102,2007, C,2625698
2330,Jordan Farmar,LAL,20.0,187.96,81.64656,72,4.4,1.7,1.9,1.7,0.025,0.106,0.163,0.515,0.204,2007, PG,939120
2331,Jarvis Hayes,WAS,25.0,203.2,103.418976,81,7.2,2.6,1.0,-5.8,0.0289999999999999,0.124,0.176,0.502,0.0819999999999999,2007, SF,2564127
2332,Jason Hart,LAC,29.0,190.5,83.91452,36,6.9,2.7,2.9,-2.5,0.02,0.124,0.154,0.509,0.195,2007, PG,197087
2333,Wally Szczerbiak,BOS,30.0,200.66,110.676448,32,15.0,3.1,1.7,-3.4,0.021,0.111,0.249,0.54,0.107,2007, SG,11775000
2334,Johan Petro,SEA,21.0,213.36,112.037224,81,6.2,4.1,0.6,-7.8,0.074,0.2,0.1689999999999999,0.532,0.05,2007, C,1006800
2335,Joey Graham,TOR,25.0,200.66,102.0582,79,6.4,3.1,0.6,2.7,0.05,0.173,0.173,0.564,0.053,2007, SF,1492440
2336,Joel Przybilla,POR,27.0,215.9,115.66596,43,2.0,3.9,0.3,-2.9,0.103,0.191,0.089,0.467,0.027,2007, C,5215000
2337,Joe Smith,PHI,31.0,208.28,102.0582,65,8.5,6.2,0.8,-0.1,0.0969999999999999,0.22,0.186,0.51,0.055,2007, PF,6807000
2338,Joe Johnson,ATL,26.0,200.66,106.59412,57,25.0,4.2,4.4,-4.0,0.027,0.095,0.285,0.5579999999999999,0.216,2007, G,12744190
2339,Jerry Stackhouse,DAL,32.0,198.12,98.883056,67,12.0,2.2,2.8,7.3,0.0289999999999999,0.079,0.244,0.537,0.195,2007, SF,9296874
2340,Jerome James,NYK,31.0,215.9,127.00576,41,1.9,1.6,0.1,-13.2,0.08,0.176,0.186,0.437,0.023,2007, C,5400000
2341,Jermaine O'Neal,IND,28.0,210.82,117.93392,69,19.4,9.6,2.4,-0.5,0.07,0.236,0.284,0.5,0.128,2007, C,18084000
2342,Jeff McInnis,CHA,32.0,193.04,86.18248,38,4.3,1.6,3.3,-7.5,0.024,0.087,0.156,0.423,0.276,2007, PG,3600000
2343,Jeff Foster,IND,30.0,210.82,113.398,75,4.3,8.1,0.8,-1.3,0.161,0.248,0.099,0.513,0.049,2007, PF,5500000
2344,Jason Williams,MIA,31.0,185.42,81.64656,61,10.9,2.3,5.3,1.9,0.012,0.073,0.182,0.54,0.275,2007, PG,8250000
2345,Jason Terry,DAL,29.0,187.96,81.64656,81,16.7,2.9,5.2,10.4,0.018,0.079,0.214,0.5870000000000001,0.244,2007, G,8100000
2346,Jason Richardson,GSW,26.0,198.12,102.0582,51,16.0,5.1,3.4,2.7,0.046,0.126,0.221,0.512,0.153,2007, SG,9999999
2347,Jason Maxiell,DET,24.0,200.66,117.93392,67,5.0,2.8,0.2,4.6,0.111,0.114,0.186,0.518,0.025,2007, PF,973440
2348,Jason Kidd,NJN,34.0,193.04,95.25432,80,13.0,8.2,9.2,1.8,0.054,0.208,0.192,0.516,0.405,2007, PG,18084000
2349,Jason Kapono,MIA,26.0,203.2,97.52228,67,10.9,2.7,1.2,1.1,0.018,0.098,0.179,0.613,0.079,2007, SG,1188000
2350,Jason Collins,NJN,28.0,213.36,117.93392,80,2.1,4.0,0.6,3.3,0.059,0.144,0.072,0.408,0.034,2007, C,5800000
2351,John Lucas III,HOU,24.0,180.34,74.84268,47,3.3,0.8,0.7,-1.5,0.026,0.089,0.223,0.4679999999999999,0.1669999999999999,2007, PG,700000
2352,Jason Richardson,CHA,27.0,198.12,102.0582,82,21.8,5.4,3.1,-4.1,0.0289999999999999,0.131,0.258,0.5539999999999999,0.149,2008, SG,11111110
2353,Jason Smith,PHI,22.0,213.36,108.86208,76,4.5,3.0,0.3,-0.5,0.081,0.1639999999999999,0.159,0.491,0.0279999999999999,2008, F,1233840
2354,Chris Wilcox,SEA,25.0,208.28,106.59412,62,13.4,7.0,1.2,-5.9,0.08,0.185,0.211,0.5539999999999999,0.07,2008, PF,6500000
2355,Jeff Foster,IND,31.0,210.82,113.398,77,6.4,8.7,1.7,-0.7,0.145,0.242,0.115,0.568,0.103,2008, PF,5500000
2356,Javaris Crittenton,MEM,20.0,195.58,90.7184,50,5.6,2.2,1.0,-2.5,0.043,0.131,0.216,0.499,0.121,2008, PG,1285200
2357,Jason Williams,MIA,32.0,185.42,81.64656,67,8.8,1.9,4.6,-11.1,0.0069999999999999,0.078,0.166,0.502,0.255,2008, PG,8937500
2358,Jason Terry,DAL,30.0,187.96,81.64656,82,15.5,2.5,3.2,6.0,0.0139999999999999,0.077,0.216,0.574,0.175,2008, G,8898000
2359,Quincy Douby,SAC,24.0,190.5,79.3786,74,4.8,1.1,0.7,-6.9,0.022,0.09,0.211,0.495,0.105,2008, SG,1333920
2360,Quinton Ross,LAC,27.0,198.12,87.543256,76,4.1,2.3,1.2,-9.3,0.0409999999999999,0.091,0.121,0.43,0.094,2008, SF,826046
2361,Raef LaFrentz,POR,32.0,210.82,111.13004,39,1.7,1.7,0.2,-5.7,0.111,0.145,0.127,0.469,0.033,2008, C,12440787
2362,Rafer Alston,HOU,31.0,187.96,79.3786,74,13.1,3.5,5.3,6.5,0.013,0.1,0.205,0.492,0.246,2008, PG,4550000
2363,Raja Bell,PHX,31.0,195.58,97.52228,75,11.9,3.7,2.2,7.8,0.022,0.089,0.145,0.561,0.085,2008, SG,4750000
2364,Rajon Rondo,BOS,22.0,185.42,77.56423199999999,77,10.6,4.2,5.1,14.1,0.044,0.1169999999999999,0.1889999999999999,0.515,0.263,2008, PG,1229280
2365,Ramon Sessions,MIL,22.0,190.5,86.18248,17,8.1,3.4,7.5,-6.5,0.02,0.134,0.166,0.507,0.407,2008, G,427163
2366,Jeff Green,SEA,21.0,205.74,106.59412,80,10.5,4.7,1.5,-11.0,0.05,0.136,0.195,0.491,0.0819999999999999,2008, PF,3058200
2367,Randolph Morris,NYK,22.0,210.82,117.93392,18,3.1,2.1,0.1,-31.6,0.065,0.1689999999999999,0.1969999999999999,0.396,0.019,2008, C,810000
2368,Rashad McCants,MIN,23.0,193.04,95.25432,75,14.9,2.7,2.2,-4.3,0.0289999999999999,0.092,0.265,0.55,0.138,2008, SG,1769160
